Forecasted On,Date,Store ID,Product ID,Category,Region,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Demand Forecast
27/12/23,28/12/23,S002,P0183,Electronics,West,72.25,20,Sunny,1,73.21,Winter,41.99
27/12/23,28/12/23,S002,P0166,Groceries,West,84.0,15,Rainy,1,83.67,Winter,29.67
27/12/23,28/12/23,S002,P0079,Furniture,West,108.75,20,Cloudy,0,105.67,Winter,20.37
27/12/23,28/12/23,S002,P0187,Clothing,West,147.42,20,Sunny,0,154.0,Winter,12.24
27/12/23,28/12/23,S002,P0178,Clothing,West,117.54,5,Rainy,0,120.74,Winter,17.54
27/12/23,28/12/23,S002,P0057,Clothing,West,125.85,5,Snowy,0,123.79,Winter,17.21
27/12/23,28/12/23,S002,P0153,Furniture,West,71.9,0,Sunny,1,75.44,Winter,34.89
27/12/23,28/12/23,S002,P0083,Toys,West,111.22,5,Snowy,0,106.78,Winter,17.52
27/12/23,28/12/23,S002,P0069,Clothing,West,192.89,0,Snowy,0,197.46,Winter,9.63
27/12/23,28/12/23,S002,P0125,Clothing,West,125.4,10,Rainy,0,126.48,Winter,17.42
27/12/23,28/12/23,S002,P0017,Toys,West,110.57,5,Rainy,0,115.2,Winter,17.89
27/12/23,28/12/23,S002,P0149,Furniture,West,133.91,5,Sunny,0,139.44,Winter,13.46
27/12/23,28/12/23,S002,P0094,Groceries,West,154.13,5,Snowy,0,155.81,Winter,11.17
27/12/23,28/12/23,S002,P0066,Clothing,West,132.57,15,Sunny,0,130.21,Winter,13.53
27/12/23,28/12/23,S002,P0061,Clothing,West,167.61,15,Snowy,0,175.82,Winter,10.44
27/12/23,28/12/23,S002,P0085,Electronics,West,134.0,5,Cloudy,1,130.41,Winter,24.57
27/12/23,28/12/23,S002,P0068,Electronics,West,123.26,10,Cloudy,0,118.6,Winter,20.09
27/12/23,28/12/23,S002,P0126,Clothing,West,180.13,10,Snowy,1,181.32,Winter,11.89
27/12/23,28/12/23,S002,P0133,Clothing,West,191.74,10,Sunny,0,197.2,Winter,9.08
27/12/23,28/12/23,S003,P0096,Toys,North,86.93,10,Rainy,0,91.06,Winter,24.28
27/12/23,28/12/23,S003,P0016,Clothing,North,94.47,15,Sunny,0,92.86,Winter,19.26
27/12/23,28/12/23,S003,P0031,Electronics,North,111.81,0,Rainy,0,106.44,Winter,20.06
27/12/23,28/12/23,S003,P0159,Electronics,North,80.83,15,Rainy,0,79.13,Winter,29.28
27/12/23,28/12/23,S003,P0129,Furniture,North,123.87,5,Sunny,0,124.02,Winter,17.34
27/12/23,28/12/23,S003,P0116,Furniture,North,109.78,20,Cloudy,0,111.85,Winter,17.47
27/12/23,28/12/23,S003,P0070,Electronics,North,161.38,20,Cloudy,0,163.09,Winter,13.46
27/12/23,28/12/23,S003,P0171,Electronics,North,160.14,10,Snowy,0,156.93,Winter,13.97
27/12/23,28/12/23,S003,P0175,Electronics,North,115.71,20,Rainy,0,110.25,Winter,19.64
27/12/23,28/12/23,S003,P0046,Clothing,North,145.71,0,Snowy,0,144.63,Winter,14.98
27/12/23,28/12/23,S003,P0067,Furniture,North,91.66,20,Rainy,0,95.41,Winter,20.83
27/12/23,28/12/23,S003,P0183,Electronics,North,73.02,10,Cloudy,0,76.56,Winter,36.12
27/12/23,28/12/23,S003,P0166,Groceries,North,82.58,10,Cloudy,0,79.02,Winter,21.76
27/12/23,28/12/23,S003,P0079,Furniture,North,109.2,5,Rainy,0,110.16,Winter,18.57
27/12/23,28/12/23,S003,P0187,Clothing,North,139.57,10,Sunny,0,143.79,Winter,13.22
27/12/23,28/12/23,S003,P0178,Clothing,North,116.2,0,Cloudy,0,112.5,Winter,14.69
27/12/23,28/12/23,S003,P0057,Clothing,North,126.72,20,Sunny,0,127.59,Winter,15.53
27/12/23,28/12/23,S003,P0153,Furniture,North,78.25,0,Snowy,1,80.19,Winter,33.65
27/12/23,28/12/23,S003,P0083,Toys,North,109.63,0,Snowy,0,112.05,Winter,19.74
27/12/23,28/12/23,S003,P0069,Clothing,North,207.31,10,Sunny,0,204.32,Winter,10.85
27/12/23,28/12/23,S003,P0125,Clothing,North,127.19,5,Rainy,1,121.35,Winter,22.85
27/12/23,28/12/23,S003,P0017,Toys,North,110.44,20,Rainy,1,112.82,Winter,22.19
27/12/23,28/12/23,S003,P0149,Furniture,North,138.35,10,Rainy,0,138.97,Winter,14.75
27/12/23,28/12/23,S003,P0094,Groceries,North,153.85,10,Sunny,0,151.48,Winter,11.4
27/12/23,28/12/23,S003,P0066,Clothing,North,129.12,5,Snowy,1,123.02,Winter,18.43
27/12/23,28/12/23,S003,P0061,Clothing,North,174.75,0,Snowy,0,182.17,Winter,11.17
27/12/23,28/12/23,S003,P0085,Electronics,North,135.46,20,Sunny,0,138.42,Winter,19.24
27/12/23,28/12/23,S003,P0068,Electronics,North,125.79,5,Cloudy,0,124.44,Winter,19.76
27/12/23,28/12/23,S003,P0126,Clothing,North,179.32,5,Sunny,1,172.97,Winter,13.88
27/12/23,28/12/23,S003,P0133,Clothing,North,182.42,20,Rainy,0,186.0,Winter,10.91
27/12/23,28/12/23,S004,P0096,Toys,South,87.09,15,Sunny,0,85.58,Winter,23.26
27/12/23,28/12/23,S004,P0016,Clothing,South,94.96,15,Snowy,0,91.3,Winter,20.07
27/12/23,28/12/23,S004,P0031,Electronics,South,117.26,20,Snowy,0,122.42,Winter,19.91
27/12/23,28/12/23,S004,P0159,Electronics,South,85.02,5,Cloudy,0,88.87,Winter,29.97
27/12/23,28/12/23,S004,P0129,Furniture,South,124.82,5,Snowy,0,126.58,Winter,15.97
27/12/23,28/12/23,S004,P0116,Furniture,South,108.18,5,Sunny,0,103.55,Winter,17.91
27/12/23,28/12/23,S004,P0070,Electronics,South,161.56,10,Cloudy,1,159.98,Winter,17.22
27/12/23,28/12/23,S004,P0171,Electronics,South,166.09,5,Snowy,0,164.65,Winter,15.76
27/12/23,28/12/23,S004,P0175,Electronics,South,119.32,0,Sunny,1,119.65,Winter,26.9
27/12/23,28/12/23,S004,P0046,Clothing,South,144.2,15,Snowy,0,150.98,Winter,14.19
27/12/23,28/12/23,S004,P0067,Furniture,South,88.95,10,Snowy,1,89.21,Winter,26.74
27/12/23,28/12/23,S004,P0183,Electronics,South,72.78,20,Snowy,0,72.15,Winter,33.82
27/12/23,28/12/23,S004,P0166,Groceries,South,83.93,15,Rainy,0,83.84,Winter,24.17
27/12/23,28/12/23,S004,P0079,Furniture,South,109.89,15,Snowy,0,106.97,Winter,20.45
27/12/23,28/12/23,S004,P0187,Clothing,South,146.48,15,Snowy,0,142.79,Winter,12.22
27/12/23,28/12/23,S004,P0178,Clothing,South,116.53,15,Cloudy,0,113.67,Winter,14.42
27/12/23,28/12/23,S004,P0057,Clothing,South,119.64,0,Cloudy,0,120.88,Winter,15.01
27/12/23,28/12/23,S004,P0153,Furniture,South,71.38,0,Cloudy,0,70.89,Winter,26.76
27/12/23,28/12/23,S004,P0083,Toys,South,108.87,20,Snowy,0,113.2,Winter,17.91
27/12/23,28/12/23,S004,P0069,Clothing,South,207.2,20,Sunny,0,199.18,Winter,9.28
27/12/23,28/12/23,S004,P0125,Clothing,South,131.01,15,Cloudy,0,135.16,Winter,15.64
27/12/23,28/12/23,S004,P0017,Toys,South,114.74,15,Rainy,0,115.79,Winter,17.05
27/12/23,28/12/23,S004,P0149,Furniture,South,137.62,15,Sunny,0,139.08,Winter,13.44
27/12/23,28/12/23,S004,P0094,Groceries,South,154.81,15,Cloudy,0,157.6,Winter,13.19
27/12/23,28/12/23,S004,P0066,Clothing,South,131.27,5,Rainy,0,128.18,Winter,13.96
27/12/23,28/12/23,S004,P0061,Clothing,South,175.32,15,Cloudy,0,174.38,Winter,10.74
27/12/23,28/12/23,S004,P0085,Electronics,South,123.81,20,Rainy,0,120.61,Winter,16.95
27/12/23,28/12/23,S004,P0068,Electronics,South,122.92,15,Snowy,0,123.96,Winter,19.9
27/12/23,28/12/23,S004,P0126,Clothing,South,189.37,20,Rainy,0,183.38,Winter,10.14
27/12/23,28/12/23,S004,P0133,Clothing,South,181.83,15,Sunny,0,174.53,Winter,9.95
27/12/23,28/12/23,S005,P0096,Toys,West,88.53,0,Cloudy,0,89.61,Winter,21.72
27/12/23,28/12/23,S005,P0016,Clothing,West,91.79,20,Sunny,0,91.02,Winter,21.08
27/12/23,28/12/23,S005,P0031,Electronics,West,114.57,15,Rainy,0,120.06,Winter,21.45
27/12/23,28/12/23,S005,P0159,Electronics,West,82.3,0,Snowy,0,80.39,Winter,29.7
27/12/23,28/12/23,S005,P0129,Furniture,West,123.17,20,Sunny,0,127.21,Winter,15.11
27/12/23,28/12/23,S005,P0116,Furniture,West,114.5,20,Snowy,0,118.9,Winter,16.42
27/12/23,28/12/23,S005,P0070,Electronics,West,154.77,20,Snowy,0,158.86,Winter,14.48
27/12/23,28/12/23,S005,P0171,Electronics,West,156.7,5,Sunny,1,156.28,Winter,16.92
27/12/23,28/12/23,S005,P0175,Electronics,West,117.14,0,Sunny,0,119.99,Winter,20.88
27/12/23,28/12/23,S005,P0046,Clothing,West,141.88,10,Sunny,1,141.92,Winter,16.98
27/12/23,28/12/23,S005,P0067,Furniture,West,90.71,10,Rainy,0,89.04,Winter,21.89
27/12/23,28/12/23,S005,P0183,Electronics,West,69.69,15,Cloudy,0,67.95,Winter,36.09
27/12/23,28/12/23,S005,P0166,Groceries,West,83.16,0,Rainy,0,83.9,Winter,22.81
27/12/23,28/12/23,S005,P0079,Furniture,West,103.63,0,Cloudy,0,103.24,Winter,19.84
27/12/23,28/12/23,S005,P0187,Clothing,West,145.23,0,Rainy,0,144.43,Winter,14.98
27/12/23,28/12/23,S005,P0178,Clothing,West,124.25,20,Sunny,0,122.19,Winter,17.1
27/12/23,28/12/23,S005,P0057,Clothing,West,127.36,5,Snowy,0,121.93,Winter,14.69
27/12/23,28/12/23,S005,P0153,Furniture,West,71.72,20,Snowy,1,71.67,Winter,31.68
27/12/23,28/12/23,S005,P0083,Toys,West,110.67,20,Snowy,0,113.68,Winter,17.86
27/12/23,28/12/23,S005,P0069,Clothing,West,207.09,10,Rainy,0,197.05,Winter,10.34
27/12/23,28/12/23,S005,P0125,Clothing,West,122.61,5,Snowy,0,121.33,Winter,16.13
27/12/23,28/12/23,S005,P0017,Toys,West,105.23,0,Sunny,0,105.16,Winter,19.54
27/12/23,28/12/23,S005,P0149,Furniture,West,132.29,0,Sunny,1,129.26,Winter,18.16
27/12/23,28/12/23,S005,P0094,Groceries,West,159.58,20,Rainy,0,153.86,Winter,12.71
27/12/23,28/12/23,S005,P0066,Clothing,West,129.61,10,Snowy,0,135.71,Winter,14.69
27/12/23,28/12/23,S005,P0061,Clothing,West,170.12,20,Cloudy,1,175.31,Winter,15.39
27/12/23,28/12/23,S005,P0085,Electronics,West,124.05,0,Cloudy,0,128.5,Winter,17.09
27/12/23,28/12/23,S005,P0068,Electronics,West,119.85,15,Snowy,1,115.06,Winter,24.48
27/12/23,28/12/23,S005,P0126,Clothing,West,188.1,10,Rainy,0,181.55,Winter,10.81
27/12/23,28/12/23,S005,P0133,Clothing,West,194.18,20,Sunny,0,192.48,Winter,9.78
27/12/23,29/12/23,S001,P0096,Toys,East,84.3,5,Sunny,0,81.18,Winter,21.06
27/12/23,29/12/23,S001,P0016,Clothing,East,91.11,15,Snowy,0,94.43,Winter,20.73
27/12/23,29/12/23,S001,P0031,Electronics,East,112.88,15,Sunny,0,113.85,Winter,21.82
27/12/23,29/12/23,S001,P0159,Electronics,East,85.46,0,Snowy,1,86.19,Winter,32.99
27/12/23,29/12/23,S001,P0129,Furniture,East,123.87,0,Sunny,0,119.49,Winter,17.33
27/12/23,29/12/23,S001,P0116,Furniture,East,114.44,5,Snowy,0,114.38,Winter,17.0
27/12/23,29/12/23,S001,P0070,Electronics,East,155.45,5,Cloudy,0,157.93,Winter,14.33
27/12/23,29/12/23,S001,P0171,Electronics,East,158.46,15,Sunny,0,165.17,Winter,15.38
27/12/23,29/12/23,S001,P0175,Electronics,East,117.43,15,Sunny,0,115.03,Winter,21.09
27/12/23,29/12/23,S001,P0046,Clothing,East,133.65,5,Cloudy,1,130.44,Winter,19.44
27/12/23,29/12/23,S001,P0067,Furniture,East,91.79,5,Snowy,0,89.43,Winter,23.59
27/12/23,29/12/23,S001,P0183,Electronics,East,69.92,10,Rainy,0,66.73,Winter,36.3
27/12/23,29/12/23,S001,P0166,Groceries,East,89.0,0,Cloudy,0,84.6,Winter,23.95
27/12/23,29/12/23,S001,P0079,Furniture,East,104.89,5,Snowy,0,101.08,Winter,20.82
27/12/23,29/12/23,S001,P0187,Clothing,East,148.5,15,Sunny,0,145.37,Winter,12.57
27/12/23,29/12/23,S001,P0178,Clothing,East,122.26,20,Cloudy,0,123.3,Winter,16.29
27/12/23,29/12/23,S001,P0057,Clothing,East,126.99,5,Rainy,0,131.47,Winter,18.36
27/12/23,29/12/23,S001,P0153,Furniture,East,78.16,0,Rainy,0,75.09,Winter,25.98
27/12/23,29/12/23,S001,P0083,Toys,East,104.53,10,Cloudy,0,104.17,Winter,17.4
27/12/23,29/12/23,S001,P0069,Clothing,East,194.52,15,Sunny,0,195.6,Winter,9.62
27/12/23,29/12/23,S001,P0125,Clothing,East,123.05,15,Rainy,0,129.11,Winter,18.34
27/12/23,29/12/23,S001,P0017,Toys,East,108.32,5,Snowy,0,110.84,Winter,19.61
27/12/23,29/12/23,S001,P0149,Furniture,East,136.02,15,Cloudy,0,131.26,Winter,15.17
27/12/23,29/12/23,S001,P0094,Groceries,East,153.0,10,Sunny,1,153.04,Winter,15.74
27/12/23,29/12/23,S001,P0066,Clothing,East,138.86,0,Cloudy,0,132.42,Winter,14.34
27/12/23,29/12/23,S001,P0061,Clothing,East,165.36,15,Cloudy,0,158.32,Winter,11.81
27/12/23,29/12/23,S001,P0085,Electronics,East,129.9,20,Sunny,0,124.36,Winter,17.85
27/12/23,29/12/23,S001,P0068,Electronics,East,121.08,10,Cloudy,0,119.43,Winter,20.38
27/12/23,29/12/23,S001,P0126,Clothing,East,181.53,15,Cloudy,0,181.33,Winter,9.55
27/12/23,29/12/23,S001,P0133,Clothing,East,181.5,15,Sunny,0,178.32,Winter,9.59
27/12/23,29/12/23,S002,P0096,Toys,West,82.63,10,Snowy,1,79.9,Winter,32.04
27/12/23,29/12/23,S002,P0016,Clothing,West,96.0,5,Cloudy,0,92.55,Winter,22.73
27/12/23,29/12/23,S002,P0031,Electronics,West,114.45,0,Snowy,0,116.64,Winter,21.81
27/12/23,29/12/23,S002,P0159,Electronics,West,86.49,10,Sunny,0,89.65,Winter,26.25
27/12/23,29/12/23,S002,P0129,Furniture,West,120.51,10,Cloudy,0,122.69,Winter,14.62
27/12/23,29/12/23,S002,P0116,Furniture,West,114.5,10,Sunny,0,113.98,Winter,17.22
27/12/23,29/12/23,S002,P0070,Electronics,West,156.82,20,Cloudy,1,154.68,Winter,18.58
27/12/23,29/12/23,S002,P0171,Electronics,West,164.0,15,Rainy,0,160.86,Winter,14.57
27/12/23,29/12/23,S002,P0175,Electronics,West,115.66,5,Sunny,0,111.06,Winter,18.44
27/12/23,29/12/23,S002,P0046,Clothing,West,140.25,10,Snowy,0,138.36,Winter,13.31
27/12/23,29/12/23,S002,P0067,Furniture,West,89.31,10,Snowy,0,89.44,Winter,20.08
27/12/23,29/12/23,S002,P0183,Electronics,West,67.08,20,Sunny,0,68.05,Winter,32.86
27/12/23,29/12/23,S002,P0166,Groceries,West,81.19,10,Cloudy,1,78.7,Winter,26.98
27/12/23,29/12/23,S002,P0079,Furniture,West,101.03,15,Cloudy,0,104.45,Winter,19.14
27/12/23,29/12/23,S002,P0187,Clothing,West,144.79,0,Rainy,0,145.61,Winter,14.52
27/12/23,29/12/23,S002,P0178,Clothing,West,118.04,5,Cloudy,0,114.53,Winter,17.29
27/12/23,29/12/23,S002,P0057,Clothing,West,124.32,15,Sunny,0,127.82,Winter,16.35
27/12/23,29/12/23,S002,P0153,Furniture,West,77.28,5,Rainy,0,73.84,Winter,24.75
27/12/23,29/12/23,S002,P0083,Toys,West,114.77,15,Cloudy,0,115.19,Winter,18.06
27/12/23,29/12/23,S002,P0069,Clothing,West,190.27,0,Sunny,0,185.64,Winter,10.63
27/12/23,29/12/23,S002,P0125,Clothing,West,127.29,10,Cloudy,0,122.68,Winter,16.39
27/12/23,29/12/23,S002,P0017,Toys,West,108.0,20,Rainy,1,104.12,Winter,23.38
27/12/23,29/12/23,S002,P0149,Furniture,West,137.69,0,Sunny,0,135.47,Winter,14.02
27/12/23,29/12/23,S002,P0094,Groceries,West,158.26,15,Sunny,1,155.93,Winter,16.59
27/12/23,29/12/23,S002,P0066,Clothing,West,140.59,0,Sunny,0,143.57,Winter,15.17
27/12/23,29/12/23,S002,P0061,Clothing,West,166.26,20,Cloudy,1,162.5,Winter,14.55
27/12/23,29/12/23,S002,P0085,Electronics,West,131.38,15,Sunny,0,136.51,Winter,17.95
27/12/23,29/12/23,S002,P0068,Electronics,West,120.81,15,Cloudy,0,126.58,Winter,17.93
27/12/23,29/12/23,S002,P0126,Clothing,West,181.75,0,Sunny,0,177.06,Winter,10.88
27/12/23,29/12/23,S002,P0133,Clothing,West,197.4,5,Snowy,0,205.49,Winter,9.6
27/12/23,29/12/23,S003,P0096,Toys,North,88.48,5,Sunny,0,92.22,Winter,21.21
27/12/23,29/12/23,S003,P0016,Clothing,North,92.64,5,Snowy,0,92.47,Winter,21.52
27/12/23,29/12/23,S003,P0031,Electronics,North,109.85,20,Sunny,0,109.12,Winter,21.83
27/12/23,29/12/23,S003,P0159,Electronics,North,81.96,15,Snowy,0,84.88,Winter,29.5
27/12/23,29/12/23,S003,P0129,Furniture,North,122.56,5,Snowy,0,120.09,Winter,17.37
27/12/23,29/12/23,S003,P0116,Furniture,North,115.03,15,Snowy,0,117.03,Winter,18.1
27/12/23,29/12/23,S003,P0070,Electronics,North,159.89,20,Rainy,0,164.81,Winter,13.44
27/12/23,29/12/23,S003,P0171,Electronics,North,164.11,15,Sunny,0,171.0,Winter,15.2
27/12/23,29/12/23,S003,P0175,Electronics,North,114.47,5,Sunny,0,111.0,Winter,18.51
27/12/23,29/12/23,S003,P0046,Clothing,North,142.63,0,Cloudy,1,143.92,Winter,19.86
27/12/23,29/12/23,S003,P0067,Furniture,North,88.61,0,Snowy,1,85.12,Winter,26.3
27/12/23,29/12/23,S003,P0183,Electronics,North,69.97,20,Rainy,0,67.28,Winter,30.77
27/12/23,29/12/23,S003,P0166,Groceries,North,82.23,10,Sunny,1,79.12,Winter,31.13
27/12/23,29/12/23,S003,P0079,Furniture,North,105.89,15,Sunny,0,100.69,Winter,17.55
27/12/23,29/12/23,S003,P0187,Clothing,North,147.74,5,Sunny,0,145.0,Winter,11.85
27/12/23,29/12/23,S003,P0178,Clothing,North,114.08,10,Rainy,0,114.45,Winter,17.24
27/12/23,29/12/23,S003,P0057,Clothing,North,129.01,15,Sunny,0,122.98,Winter,16.5
27/12/23,29/12/23,S003,P0153,Furniture,North,75.39,0,Cloudy,0,74.36,Winter,26.28
27/12/23,29/12/23,S003,P0083,Toys,North,114.95,20,Rainy,0,120.2,Winter,18.02
27/12/23,29/12/23,S003,P0069,Clothing,North,198.61,10,Sunny,0,199.77,Winter,9.81
27/12/23,29/12/23,S003,P0125,Clothing,North,124.57,0,Cloudy,0,118.87,Winter,16.64
27/12/23,29/12/23,S003,P0017,Toys,North,113.72,10,Sunny,0,118.22,Winter,19.33
27/12/23,29/12/23,S003,P0149,Furniture,North,135.91,10,Snowy,0,140.94,Winter,14.48
27/12/23,29/12/23,S003,P0094,Groceries,North,156.18,5,Snowy,1,151.99,Winter,16.25
27/12/23,29/12/23,S003,P0066,Clothing,North,135.31,10,Snowy,1,136.86,Winter,19.01
27/12/23,29/12/23,S003,P0061,Clothing,North,172.07,20,Sunny,1,173.27,Winter,15.61
27/12/23,29/12/23,S003,P0085,Electronics,North,133.51,0,Cloudy,1,137.54,Winter,22.98
27/12/23,29/12/23,S003,P0068,Electronics,North,125.15,0,Cloudy,1,123.06,Winter,22.78
27/12/23,29/12/23,S003,P0126,Clothing,North,182.16,15,Sunny,1,177.22,Winter,12.08
27/12/23,29/12/23,S003,P0133,Clothing,North,194.37,15,Sunny,1,197.97,Winter,11.87
27/12/23,29/12/23,S004,P0096,Toys,South,84.47,20,Snowy,0,81.64,Winter,20.72
27/12/23,29/12/23,S004,P0016,Clothing,South,96.89,20,Sunny,1,99.18,Winter,27.19
27/12/23,29/12/23,S004,P0031,Electronics,South,112.25,15,Snowy,0,115.68,Winter,18.76
27/12/23,29/12/23,S004,P0159,Electronics,South,82.5,15,Snowy,0,85.05,Winter,29.75
27/12/23,29/12/23,S004,P0129,Furniture,South,120.91,20,Cloudy,1,114.95,Winter,19.39
27/12/23,29/12/23,S004,P0116,Furniture,South,106.5,10,Rainy,0,102.31,Winter,17.83
27/12/23,29/12/23,S004,P0070,Electronics,South,162.54,5,Snowy,0,159.16,Winter,15.37
27/12/23,29/12/23,S004,P0171,Electronics,South,165.92,20,Cloudy,1,159.21,Winter,18.63
27/12/23,29/12/23,S004,P0175,Electronics,South,124.03,20,Rainy,0,122.5,Winter,20.49
27/12/23,29/12/23,S004,P0046,Clothing,South,140.76,10,Snowy,0,135.62,Winter,14.32
27/12/23,29/12/23,S004,P0067,Furniture,South,91.82,0,Sunny,0,95.14,Winter,20.44
27/12/23,29/12/23,S004,P0183,Electronics,South,69.48,15,Sunny,0,67.81,Winter,33.36
27/12/23,29/12/23,S004,P0166,Groceries,South,89.19,15,Snowy,0,93.57,Winter,24.01
27/12/23,29/12/23,S004,P0079,Furniture,South,102.0,10,Cloudy,1,103.43,Winter,24.37
27/12/23,29/12/23,S004,P0187,Clothing,South,146.61,10,Cloudy,1,152.58,Winter,17.21
27/12/23,29/12/23,S004,P0178,Clothing,South,116.1,10,Cloudy,0,116.75,Winter,16.83
27/12/23,29/12/23,S004,P0057,Clothing,South,121.05,10,Sunny,0,116.65,Winter,16.34
27/12/23,29/12/23,S004,P0153,Furniture,South,72.64,0,Sunny,1,73.39,Winter,37.05
27/12/23,29/12/23,S004,P0083,Toys,South,107.05,0,Rainy,0,106.57,Winter,18.41
27/12/23,29/12/23,S004,P0069,Clothing,South,198.86,20,Cloudy,0,192.79,Winter,9.72
27/12/23,29/12/23,S004,P0125,Clothing,South,131.11,5,Snowy,1,130.61,Winter,21.2
27/12/23,29/12/23,S004,P0017,Toys,South,108.59,20,Rainy,0,110.29,Winter,18.83
27/12/23,29/12/23,S004,P0149,Furniture,South,129.05,15,Rainy,1,131.94,Winter,16.84
27/12/23,29/12/23,S004,P0094,Groceries,South,161.09,5,Rainy,0,159.79,Winter,13.18
27/12/23,29/12/23,S004,P0066,Clothing,South,137.3,5,Rainy,1,137.79,Winter,19.31
27/12/23,29/12/23,S004,P0061,Clothing,South,163.16,20,Rainy,0,163.24,Winter,12.22
27/12/23,29/12/23,S004,P0085,Electronics,South,124.85,15,Rainy,1,128.35,Winter,25.39
27/12/23,29/12/23,S004,P0068,Electronics,South,119.79,15,Rainy,0,119.07,Winter,19.73
27/12/23,29/12/23,S004,P0126,Clothing,South,177.74,5,Cloudy,0,174.32,Winter,9.57
27/12/23,29/12/23,S004,P0133,Clothing,South,189.96,10,Cloudy,0,195.77,Winter,10.43
