Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
27/12/23,S003,P0166,Groceries,North,37,33,81,30.93,93.28,15,Sunny,0,92.65,Winter
27/12/23,S003,P0079,Furniture,North,35,17,77,14.64,119.0,10,Sunny,0,119.18,Winter
27/12/23,S003,P0187,Clothing,North,279,4,26,3.43,164.78,15,Cloudy,1,168.62,Winter
27/12/23,S003,P0178,Clothing,North,192,134,116,145.04,126.69,5,Rainy,0,123.97,Winter
27/12/23,S003,P0057,Clothing,North,60,25,112,27.81,111.86,5,Snowy,0,115.12,Winter
27/12/23,S003,P0153,Furniture,North,23,6,88,5.07,70.54,20,Rainy,0,68.23,Winter
27/12/23,S003,P0083,Toys,North,118,30,40,34.73,108.61,0,Sunny,0,112.54,Winter
27/12/23,S003,P0069,Clothing,North,60,37,12,41.75,196.25,20,Cloudy,1,191.96,Winter
27/12/23,S003,P0125,Clothing,North,198,143,75,144.88,131.54,5,Sunny,1,133.27,Winter
27/12/23,S003,P0017,Toys,North,197,134,138,133.67,119.99,0,Rainy,0,122.64,Winter
27/12/23,S003,P0149,Furniture,North,113,10,135,10.72,149.65,15,Cloudy,0,154.95,Winter
27/12/23,S003,P0094,Groceries,North,187,144,105,152.36,138.33,0,Snowy,0,133.17,Winter
27/12/23,S003,P0066,Clothing,North,163,103,32,101.84,130.75,10,Snowy,0,133.81,Winter
27/12/23,S003,P0061,Clothing,North,202,1,62,0.97,153.49,20,Cloudy,0,146.08,Winter
27/12/23,S003,P0085,Electronics,North,213,144,52,129.8,137.6,10,Sunny,1,136.28,Winter
27/12/23,S003,P0068,Electronics,North,230,63,68,61.74,127.64,20,Cloudy,0,124.34,Winter
27/12/23,S003,P0126,Clothing,North,293,71,13,84.87,176.06,10,Cloudy,0,181.23,Winter
27/12/23,S003,P0133,Clothing,North,227,75,72,81.1,164.66,5,Cloudy,0,164.7,Winter
27/12/23,S004,P0096,Toys,South,106,90,129,84.64,93.17,20,Cloudy,0,92.26,Winter
27/12/23,S004,P0016,Clothing,South,286,31,75,36.23,101.28,20,Rainy,0,96.88,Winter
27/12/23,S004,P0031,Electronics,South,201,130,33,133.13,114.64,0,Snowy,0,109.12,Winter
27/12/23,S004,P0159,Electronics,South,206,96,33,109.04,81.33,10,Cloudy,1,80.2,Winter
27/12/23,S004,P0129,Furniture,South,159,37,17,33.63,113.49,15,Snowy,1,113.96,Winter
27/12/23,S004,P0116,Furniture,South,266,57,26,47.39,117.6,10,Cloudy,0,114.45,Winter
27/12/23,S004,P0070,Electronics,South,210,132,140,154.48,140.15,10,Rainy,0,142.86,Winter
27/12/23,S004,P0171,Electronics,South,126,56,13,56.73,166.36,15,Rainy,0,159.26,Winter
27/12/23,S004,P0175,Electronics,South,21,1,21,0.96,118.27,20,Sunny,0,118.6,Winter
27/12/23,S004,P0046,Clothing,South,258,69,75,72.23,130.04,0,Snowy,0,124.83,Winter
27/12/23,S004,P0067,Furniture,South,178,56,6,45.12,77.34,5,Sunny,0,79.3,Winter
27/12/23,S004,P0183,Electronics,South,245,116,89,111.98,59.74,0,Cloudy,0,61.7,Winter
27/12/23,S004,P0166,Groceries,South,227,15,62,12.34,86.38,5,Snowy,0,84.59,Winter
27/12/23,S004,P0079,Furniture,South,32,17,138,15.17,107.01,20,Sunny,1,108.25,Winter
27/12/23,S004,P0187,Clothing,South,265,33,3,27.05,150.96,10,Cloudy,0,149.62,Winter
27/12/23,S004,P0178,Clothing,South,243,51,29,60.06,124.64,0,Snowy,1,130.56,Winter
27/12/23,S004,P0057,Clothing,South,227,70,134,74.98,123.47,10,Rainy,0,119.54,Winter
27/12/23,S004,P0153,Furniture,South,119,65,11,76.95,82.28,5,Snowy,0,78.77,Winter
27/12/23,S004,P0083,Toys,South,21,17,0,13.74,103.89,5,Rainy,0,107.15,Winter
27/12/23,S004,P0069,Clothing,South,111,85,22,68.41,218.71,15,Cloudy,1,220.0,Winter
27/12/23,S004,P0125,Clothing,South,154,53,98,47.55,120.51,10,Rainy,0,118.17,Winter
27/12/23,S004,P0017,Toys,South,212,109,101,123.88,126.39,10,Sunny,0,129.2,Winter
27/12/23,S004,P0149,Furniture,South,83,39,44,43.72,135.14,5,Snowy,0,133.44,Winter
27/12/23,S004,P0094,Groceries,South,78,38,118,31.69,137.22,0,Cloudy,0,130.49,Winter
27/12/23,S004,P0066,Clothing,South,177,130,42,153.76,146.58,15,Rainy,0,146.16,Winter
27/12/23,S004,P0061,Clothing,South,280,88,62,75.34,156.2,10,Rainy,0,150.28,Winter
27/12/23,S004,P0085,Electronics,South,63,31,86,34.2,117.88,5,Rainy,0,117.62,Winter
27/12/23,S004,P0068,Electronics,South,171,102,123,112.4,126.48,20,Cloudy,1,123.53,Winter
27/12/23,S004,P0126,Clothing,South,211,33,99,38.5,172.46,20,Cloudy,0,168.26,Winter
27/12/23,S004,P0133,Clothing,South,126,20,99,18.57,196.87,15,Cloudy,0,188.06,Winter
27/12/23,S005,P0096,Toys,West,158,53,20,59.76,92.97,10,Sunny,0,95.91,Winter
27/12/23,S005,P0016,Clothing,West,56,56,73,65.19,90.31,10,Cloudy,0,87.64,Winter
27/12/23,S005,P0031,Electronics,West,277,76,129,78.69,104.21,0,Cloudy,0,101.31,Winter
27/12/23,S005,P0159,Electronics,West,105,23,136,20.71,80.77,10,Snowy,0,81.6,Winter
27/12/23,S005,P0129,Furniture,West,64,32,5,31.04,113.83,10,Snowy,1,117.47,Winter
27/12/23,S005,P0116,Furniture,West,94,59,74,59.29,106.69,0,Cloudy,0,109.43,Winter
27/12/23,S005,P0070,Electronics,West,183,76,75,74.9,140.72,10,Cloudy,0,143.62,Winter
27/12/23,S005,P0171,Electronics,West,189,135,34,115.43,165.56,0,Cloudy,0,161.52,Winter
27/12/23,S005,P0175,Electronics,West,169,117,33,102.77,108.65,15,Sunny,0,104.51,Winter
27/12/23,S005,P0046,Clothing,West,205,75,100,61.0,152.22,5,Rainy,0,151.61,Winter
27/12/23,S005,P0067,Furniture,West,34,4,28,4.65,76.91,5,Cloudy,0,75.1,Winter
27/12/23,S005,P0183,Electronics,West,293,70,92,77.24,75.99,10,Cloudy,1,72.29,Winter
27/12/23,S005,P0166,Groceries,West,132,66,100,74.96,88.06,0,Sunny,0,89.3,Winter
27/12/23,S005,P0079,Furniture,West,165,135,12,156.22,103.39,0,Rainy,0,104.73,Winter
27/12/23,S005,P0187,Clothing,West,214,131,45,112.4,126.02,20,Cloudy,1,126.03,Winter
27/12/23,S005,P0178,Clothing,West,228,9,129,10.53,115.24,20,Snowy,0,118.26,Winter
27/12/23,S005,P0057,Clothing,West,142,46,10,44.5,121.6,10,Sunny,1,126.12,Winter
27/12/23,S005,P0153,Furniture,West,186,123,66,132.1,79.68,15,Sunny,0,76.81,Winter
27/12/23,S005,P0083,Toys,West,181,65,134,73.82,121.1,0,Sunny,0,119.24,Winter
27/12/23,S005,P0069,Clothing,West,241,2,137,1.88,200.65,15,Rainy,0,208.74,Winter
27/12/23,S005,P0125,Clothing,West,103,17,77,19.18,140.79,15,Sunny,1,146.7,Winter
27/12/23,S005,P0017,Toys,West,80,25,110,20.95,125.62,10,Sunny,0,123.55,Winter
27/12/23,S005,P0149,Furniture,West,275,147,110,165.91,136.08,20,Snowy,0,133.03,Winter
27/12/23,S005,P0094,Groceries,West,235,64,88,74.86,180.68,20,Snowy,1,173.27,Winter
27/12/23,S005,P0066,Clothing,West,29,19,54,22.32,115.77,15,Snowy,1,113.72,Winter
27/12/23,S005,P0061,Clothing,West,210,76,125,90.49,157.04,5,Rainy,0,153.35,Winter
27/12/23,S005,P0085,Electronics,West,193,87,17,84.85,124.45,15,Cloudy,0,118.95,Winter
27/12/23,S005,P0068,Electronics,West,154,50,96,53.01,131.26,20,Snowy,1,124.97,Winter
27/12/23,S005,P0126,Clothing,West,151,62,143,62.01,201.77,0,Rainy,1,211.42,Winter
27/12/23,S005,P0133,Clothing,West,223,113,25,124.47,181.97,20,Snowy,0,183.69,Winter
