Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
26/12/23,S003,P0068,Electronics,North,132,93,5,109.24,119.65,20,Cloudy,0,121.94,Winter
26/12/23,S003,P0126,Clothing,North,114,92,19,103.62,164.29,0,Rainy,1,160.27,Winter
26/12/23,S003,P0133,Clothing,North,30,4,88,3.31,181.95,5,Rainy,0,176.65,Winter
26/12/23,S004,P0096,Toys,South,34,23,26,26.11,73.36,20,Snowy,0,76.95,Winter
26/12/23,S004,P0016,Clothing,South,265,36,99,36.43,103.88,10,Rainy,0,101.07,Winter
26/12/23,S004,P0031,Electronics,South,265,48,132,44.02,131.33,5,Cloudy,1,134.16,Winter
26/12/23,S004,P0159,Electronics,South,248,144,25,155.5,88.41,20,Snowy,0,91.13,Winter
26/12/23,S004,P0129,Furniture,South,108,22,109,26.08,130.15,20,Snowy,1,133.95,Winter
26/12/23,S004,P0116,Furniture,South,78,10,148,10.34,121.06,10,Rainy,0,118.75,Winter
26/12/23,S004,P0070,Electronics,South,155,97,63,107.59,180.87,0,Sunny,0,179.41,Winter
26/12/23,S004,P0171,Electronics,South,233,67,6,58.12,164.06,5,Sunny,0,162.53,Winter
26/12/23,S004,P0175,Electronics,South,133,126,30,149.63,109.25,15,Snowy,0,105.53,Winter
26/12/23,S004,P0046,Clothing,South,94,31,5,30.61,128.49,10,Rainy,0,126.04,Winter
26/12/23,S004,P0067,Furniture,South,39,28,133,33.01,87.24,15,Sunny,0,85.88,Winter
26/12/23,S004,P0183,Electronics,South,190,139,8,143.4,66.49,15,Sunny,0,63.2,Winter
26/12/23,S004,P0166,Groceries,South,275,28,49,22.84,94.23,20,Rainy,1,95.02,Winter
26/12/23,S004,P0079,Furniture,South,205,34,15,32.13,109.39,20,Sunny,0,111.15,Winter
26/12/23,S004,P0187,Clothing,South,25,4,94,4.25,150.85,0,Cloudy,0,144.27,Winter
26/12/23,S004,P0178,Clothing,South,217,80,110,73.3,106.57,20,Rainy,0,106.93,Winter
26/12/23,S004,P0057,Clothing,South,266,41,2,48.85,122.34,15,Rainy,0,121.98,Winter
26/12/23,S004,P0153,Furniture,South,26,12,24,11.82,63.8,10,Cloudy,1,64.29,Winter
26/12/23,S004,P0083,Toys,South,82,47,86,45.58,99.98,0,Sunny,0,97.89,Winter
26/12/23,S004,P0069,Clothing,South,237,70,38,72.87,192.01,15,Rainy,0,185.76,Winter
26/12/23,S004,P0125,Clothing,South,50,21,112,20.06,117.49,0,Snowy,0,115.11,Winter
26/12/23,S004,P0017,Toys,South,293,55,6,49.09,94.49,20,Sunny,0,98.45,Winter
26/12/23,S004,P0149,Furniture,South,284,53,124,49.64,123.22,15,Snowy,0,124.2,Winter
26/12/23,S004,P0094,Groceries,South,81,41,117,34.33,179.1,10,Cloudy,1,172.7,Winter
26/12/23,S004,P0066,Clothing,South,166,97,65,89.22,139.03,5,Sunny,1,138.88,Winter
26/12/23,S004,P0061,Clothing,South,133,9,104,9.97,191.99,5,Cloudy,0,186.91,Winter
26/12/23,S004,P0085,Electronics,South,108,44,14,44.63,133.44,0,Snowy,1,132.91,Winter
26/12/23,S004,P0068,Electronics,South,183,20,121,23.65,120.37,5,Rainy,0,118.79,Winter
26/12/23,S004,P0126,Clothing,South,103,24,77,22.35,173.05,20,Rainy,0,166.36,Winter
26/12/23,S004,P0133,Clothing,South,245,63,143,53.44,206.71,15,Snowy,0,215.74,Winter
26/12/23,S005,P0096,Toys,West,37,19,64,15.92,84.49,15,Sunny,0,88.58,Winter
26/12/23,S005,P0016,Clothing,West,272,57,117,57.82,89.82,5,Cloudy,0,87.38,Winter
26/12/23,S005,P0031,Electronics,West,76,44,110,39.43,112.07,10,Rainy,0,112.97,Winter
26/12/23,S005,P0159,Electronics,West,98,78,120,91.87,85.62,10,Sunny,0,84.25,Winter
26/12/23,S005,P0129,Furniture,West,221,93,149,108.38,121.01,15,Rainy,0,126.54,Winter
26/12/23,S005,P0116,Furniture,West,94,46,1,51.08,124.77,0,Snowy,0,119.99,Winter
26/12/23,S005,P0070,Electronics,West,20,7,105,5.92,148.69,20,Sunny,0,150.98,Winter
26/12/23,S005,P0171,Electronics,West,213,17,43,14.34,170.61,20,Cloudy,0,165.4,Winter
26/12/23,S005,P0175,Electronics,West,147,12,94,12.91,133.01,20,Cloudy,1,134.35,Winter
26/12/23,S005,P0046,Clothing,West,208,79,122,68.46,130.16,0,Rainy,0,126.47,Winter
26/12/23,S005,P0067,Furniture,West,214,70,98,69.68,82.25,5,Sunny,1,83.46,Winter
26/12/23,S005,P0183,Electronics,West,66,7,124,7.35,66.51,5,Rainy,0,65.75,Winter
26/12/23,S005,P0166,Groceries,West,275,69,70,73.47,72.34,15,Cloudy,0,75.01,Winter
26/12/23,S005,P0079,Furniture,West,287,143,45,146.38,99.05,15,Rainy,0,102.69,Winter
26/12/23,S005,P0187,Clothing,West,248,94,11,78.25,159.45,10,Snowy,1,157.27,Winter
26/12/23,S005,P0178,Clothing,West,254,103,101,114.72,118.74,0,Rainy,1,117.34,Winter
26/12/23,S005,P0057,Clothing,West,155,9,112,10.34,106.85,10,Rainy,0,106.93,Winter
26/12/23,S005,P0153,Furniture,West,60,38,52,35.88,66.1,10,Cloudy,1,63.14,Winter
26/12/23,S005,P0083,Toys,West,99,74,102,88.41,124.35,0,Sunny,0,129.11,Winter
26/12/23,S005,P0069,Clothing,West,48,40,103,39.81,229.82,0,Snowy,1,230.45,Winter
26/12/23,S005,P0125,Clothing,West,119,91,94,105.1,112.65,15,Cloudy,0,115.77,Winter
26/12/23,S005,P0017,Toys,West,100,36,52,32.02,117.81,5,Sunny,0,118.19,Winter
26/12/23,S005,P0149,Furniture,West,221,9,99,8.53,148.69,5,Sunny,1,148.82,Winter
26/12/23,S005,P0094,Groceries,West,60,12,41,14.32,156.42,15,Cloudy,0,152.73,Winter
26/12/23,S005,P0066,Clothing,West,130,118,100,108.44,151.38,10,Snowy,0,158.27,Winter
26/12/23,S005,P0061,Clothing,West,219,22,102,17.72,180.1,5,Snowy,0,173.39,Winter
26/12/23,S005,P0085,Electronics,West,279,28,42,33.02,117.98,5,Sunny,0,113.69,Winter
26/12/23,S005,P0068,Electronics,West,57,28,4,24.12,109.34,5,Rainy,1,111.79,Winter
26/12/23,S005,P0126,Clothing,West,219,91,35,90.4,191.18,0,Cloudy,1,183.92,Winter
26/12/23,S005,P0133,Clothing,West,199,31,70,34.93,173.92,20,Cloudy,0,178.36,Winter
