Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
25/12/23,S002,P0094,Groceries,West,150,141,9,127.76,143.88,5,Rainy,0,143.31,Winter
25/12/23,S002,P0066,Clothing,West,88,20,62,17.35,121.47,20,Snowy,0,118.64,Winter
25/12/23,S002,P0061,Clothing,West,200,57,10,60.35,184.29,5,Cloudy,1,185.97,Winter
25/12/23,S002,P0085,Electronics,West,223,49,16,57.54,124.1,0,Sunny,0,124.33,Winter
25/12/23,S002,P0068,Electronics,West,144,142,22,136.09,128.61,5,Snowy,0,124.66,Winter
25/12/23,S002,P0126,Clothing,West,237,30,47,27.82,197.48,10,Snowy,0,206.46,Winter
25/12/23,S002,P0133,Clothing,West,175,20,127,21.06,202.9,15,Rainy,1,206.85,Winter
25/12/23,S003,P0096,Toys,North,84,4,139,3.48,75.96,20,Sunny,0,72.35,Winter
25/12/23,S003,P0016,Clothing,North,277,9,67,7.32,100.9,10,Cloudy,0,105.23,Winter
25/12/23,S003,P0031,Electronics,North,167,74,12,69.55,124.92,5,Snowy,1,121.15,Winter
25/12/23,S003,P0159,Electronics,North,150,94,49,76.87,73.3,0,Cloudy,1,73.42,Winter
25/12/23,S003,P0129,Furniture,North,24,12,68,11.81,128.71,15,Rainy,0,126.8,Winter
25/12/23,S003,P0116,Furniture,North,120,36,16,42.61,112.81,15,Cloudy,1,111.37,Winter
25/12/23,S003,P0070,Electronics,North,88,16,146,16.79,151.18,20,Sunny,1,152.42,Winter
25/12/23,S003,P0171,Electronics,North,270,56,9,49.22,143.05,10,Rainy,0,139.1,Winter
25/12/23,S003,P0175,Electronics,North,192,96,78,97.5,119.98,20,Snowy,0,119.22,Winter
25/12/23,S003,P0046,Clothing,North,78,32,94,32.06,143.68,15,Snowy,0,143.82,Winter
25/12/23,S003,P0067,Furniture,North,142,64,29,55.86,89.76,0,Sunny,0,87.23,Winter
25/12/23,S003,P0183,Electronics,North,178,91,54,108.01,74.17,5,Rainy,1,77.29,Winter
25/12/23,S003,P0166,Groceries,North,166,37,65,31.36,85.72,10,Rainy,1,86.97,Winter
25/12/23,S003,P0079,Furniture,North,47,32,35,31.4,109.94,15,Rainy,0,113.6,Winter
25/12/23,S003,P0187,Clothing,North,38,27,41,25.68,135.18,15,Snowy,0,133.26,Winter
25/12/23,S003,P0178,Clothing,North,99,55,23,51.66,134.14,20,Sunny,1,137.7,Winter
25/12/23,S003,P0057,Clothing,North,139,37,27,39.22,117.36,15,Cloudy,0,115.2,Winter
25/12/23,S003,P0153,Furniture,North,242,114,124,96.73,78.44,10,Sunny,0,80.13,Winter
25/12/23,S003,P0083,Toys,North,131,92,46,84.26,112.32,10,Snowy,1,116.54,Winter
25/12/23,S003,P0069,Clothing,North,229,2,135,1.86,176.37,15,Rainy,0,184.71,Winter
25/12/23,S003,P0125,Clothing,North,255,105,48,115.81,134.4,5,Cloudy,0,134.71,Winter
25/12/23,S003,P0017,Toys,North,165,107,27,98.58,114.88,0,Sunny,0,115.82,Winter
25/12/23,S003,P0149,Furniture,North,267,123,52,125.41,148.5,5,Sunny,0,145.54,Winter
25/12/23,S003,P0094,Groceries,North,295,115,51,131.56,181.86,20,Snowy,1,184.61,Winter
25/12/23,S003,P0066,Clothing,North,124,81,104,75.54,117.41,10,Sunny,0,122.04,Winter
25/12/23,S003,P0061,Clothing,North,57,6,55,6.35,164.24,15,Rainy,0,161.64,Winter
25/12/23,S003,P0085,Electronics,North,256,89,140,85.62,133.11,10,Rainy,1,139.38,Winter
25/12/23,S003,P0068,Electronics,North,273,144,43,145.19,122.36,0,Rainy,0,120.61,Winter
25/12/23,S003,P0126,Clothing,North,29,15,4,17.48,182.16,15,Cloudy,0,187.63,Winter
25/12/23,S003,P0133,Clothing,North,165,42,10,35.03,200.6,0,Rainy,1,207.23,Winter
25/12/23,S004,P0096,Toys,South,124,117,61,97.12,89.32,20,Sunny,0,87.66,Winter
25/12/23,S004,P0016,Clothing,South,113,68,129,57.71,98.88,15,Cloudy,0,100.39,Winter
25/12/23,S004,P0031,Electronics,South,202,61,14,51.58,110.6,15,Cloudy,0,115.72,Winter
25/12/23,S004,P0159,Electronics,South,185,129,63,137.71,78.38,20,Sunny,1,81.13,Winter
25/12/23,S004,P0129,Furniture,South,36,17,66,13.82,109.67,20,Cloudy,0,115.05,Winter
25/12/23,S004,P0116,Furniture,South,98,73,136,74.16,99.32,5,Cloudy,0,98.14,Winter
25/12/23,S004,P0070,Electronics,South,161,42,12,46.58,168.88,15,Cloudy,1,167.42,Winter
25/12/23,S004,P0171,Electronics,South,147,101,38,87.87,162.7,0,Sunny,0,154.89,Winter
25/12/23,S004,P0175,Electronics,South,270,111,58,129.19,122.1,15,Snowy,0,122.57,Winter
25/12/23,S004,P0046,Clothing,South,63,8,126,7.89,140.27,20,Snowy,0,136.65,Winter
25/12/23,S004,P0067,Furniture,South,92,51,25,59.48,102.06,20,Cloudy,0,104.35,Winter
25/12/23,S004,P0183,Electronics,South,78,49,33,50.08,80.45,10,Snowy,0,80.75,Winter
25/12/23,S004,P0166,Groceries,South,75,63,142,52.43,84.44,0,Cloudy,0,87.17,Winter
25/12/23,S004,P0079,Furniture,South,115,26,111,21.93,101.89,0,Cloudy,0,104.44,Winter
25/12/23,S004,P0187,Clothing,South,126,16,81,13.86,157.25,5,Cloudy,0,150.57,Winter
25/12/23,S004,P0178,Clothing,South,264,97,129,92.95,107.63,5,Snowy,1,110.36,Winter
25/12/23,S004,P0057,Clothing,South,128,65,71,62.94,122.9,0,Rainy,0,123.76,Winter
25/12/23,S004,P0153,Furniture,South,26,8,44,8.46,82.01,0,Cloudy,1,84.96,Winter
25/12/23,S004,P0083,Toys,South,258,114,88,122.56,117.96,5,Sunny,0,117.25,Winter
25/12/23,S004,P0069,Clothing,South,105,2,18,1.95,170.55,20,Sunny,0,177.81,Winter
25/12/23,S004,P0125,Clothing,South,118,24,12,22.33,106.3,15,Sunny,1,102.0,Winter
25/12/23,S004,P0017,Toys,South,236,150,40,138.73,93.85,20,Snowy,1,96.95,Winter
25/12/23,S004,P0149,Furniture,South,224,91,47,96.96,141.58,5,Cloudy,0,144.9,Winter
25/12/23,S004,P0094,Groceries,South,38,33,90,30.9,141.23,10,Cloudy,0,138.38,Winter
25/12/23,S004,P0066,Clothing,South,144,35,144,40.29,133.12,10,Sunny,0,138.98,Winter
25/12/23,S004,P0061,Clothing,South,195,75,82,82.62,167.49,20,Rainy,0,163.41,Winter
25/12/23,S004,P0085,Electronics,South,122,105,146,120.59,119.49,20,Sunny,1,120.73,Winter
25/12/23,S004,P0068,Electronics,South,114,12,36,11.53,125.15,5,Rainy,0,128.35,Winter
25/12/23,S004,P0126,Clothing,South,234,95,143,100.06,172.35,20,Snowy,0,166.26,Winter
25/12/23,S004,P0133,Clothing,South,233,79,129,64.31,176.94,0,Sunny,0,174.39,Winter
25/12/23,S005,P0096,Toys,West,300,41,30,39.47,95.42,15,Snowy,0,95.2,Winter
25/12/23,S005,P0016,Clothing,West,210,11,115,12.93,102.36,15,Rainy,1,98.5,Winter
25/12/23,S005,P0031,Electronics,West,169,6,144,7.2,129.79,20,Rainy,1,127.47,Winter
25/12/23,S005,P0159,Electronics,West,274,56,79,61.0,88.2,10,Rainy,0,89.85,Winter
25/12/23,S005,P0129,Furniture,West,103,32,26,26.7,131.36,20,Sunny,0,132.16,Winter
25/12/23,S005,P0116,Furniture,West,97,56,43,59.29,95.97,15,Sunny,1,98.95,Winter
25/12/23,S005,P0070,Electronics,West,261,52,90,55.33,145.8,5,Snowy,1,143.56,Winter
25/12/23,S005,P0171,Electronics,West,109,88,63,91.84,139.66,0,Rainy,1,139.37,Winter
25/12/23,S005,P0175,Electronics,West,252,22,110,23.43,134.85,5,Cloudy,0,137.17,Winter
25/12/23,S005,P0046,Clothing,West,82,0,22,0.0,123.68,15,Rainy,1,127.14,Winter
25/12/23,S005,P0067,Furniture,West,267,11,130,10.92,93.86,0,Sunny,0,98.05,Winter
25/12/23,S005,P0183,Electronics,West,251,10,111,9.44,72.68,20,Snowy,1,75.67,Winter
25/12/23,S005,P0166,Groceries,West,60,5,128,5.47,95.13,20,Snowy,0,93.87,Winter
25/12/23,S005,P0079,Furniture,West,117,9,137,8.24,101.2,10,Cloudy,0,105.97,Winter
25/12/23,S005,P0187,Clothing,West,127,63,102,52.99,143.35,20,Sunny,0,140.93,Winter
25/12/23,S005,P0178,Clothing,West,185,6,125,5.59,116.13,10,Sunny,1,116.64,Winter
25/12/23,S005,P0057,Clothing,West,235,114,55,130.58,120.04,10,Cloudy,0,121.96,Winter
25/12/23,S005,P0153,Furniture,West,239,138,100,165.31,71.75,5,Cloudy,0,68.31,Winter
25/12/23,S005,P0083,Toys,West,64,31,114,37.18,108.41,5,Snowy,0,106.16,Winter
25/12/23,S005,P0069,Clothing,West,83,41,97,36.17,218.09,10,Cloudy,1,213.83,Winter
25/12/23,S005,P0125,Clothing,West,90,88,119,72.95,108.86,10,Rainy,0,109.81,Winter
25/12/23,S005,P0017,Toys,West,217,51,108,50.55,122.49,10,Sunny,0,118.56,Winter
25/12/23,S005,P0149,Furniture,West,213,76,55,89.44,123.66,0,Rainy,0,123.95,Winter
25/12/23,S005,P0094,Groceries,West,231,149,106,134.16,164.97,5,Sunny,0,164.61,Winter
25/12/23,S005,P0066,Clothing,West,93,32,48,28.49,125.49,20,Rainy,1,126.33,Winter
25/12/23,S005,P0061,Clothing,West,247,148,32,152.24,150.04,15,Cloudy,0,148.92,Winter
25/12/23,S005,P0085,Electronics,West,141,127,89,129.13,114.74,15,Rainy,0,112.08,Winter
25/12/23,S005,P0068,Electronics,West,112,75,62,62.53,140.86,10,Cloudy,1,143.06,Winter
25/12/23,S005,P0126,Clothing,West,237,119,142,142.26,164.34,5,Snowy,0,163.6,Winter
25/12/23,S005,P0133,Clothing,West,222,149,23,125.8,179.25,0,Cloudy,1,180.69,Winter
