Forecasted On,Date,Store ID,Product ID,Category,Region,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Demand Forecast
25/12/23,26/12/23,S004,P0083,Toys,South,107.54,5,Cloudy,0,107.39,Winter,18.82
25/12/23,26/12/23,S004,P0069,Clothing,South,199.69,10,Rainy,0,198.7,Winter,11.99
25/12/23,26/12/23,S004,P0125,Clothing,South,123.73,10,Snowy,0,119.42,Winter,16.87
25/12/23,26/12/23,S004,P0017,Toys,South,105.97,15,Rainy,1,102.71,Winter,23.68
25/12/23,26/12/23,S004,P0149,Furniture,South,135.25,10,Sunny,1,137.18,Winter,18.31
25/12/23,26/12/23,S004,P0094,Groceries,South,154.7,15,Snowy,1,159.06,Winter,14.73
25/12/23,26/12/23,S004,P0066,Clothing,South,132.04,15,Snowy,0,136.79,Winter,12.65
25/12/23,26/12/23,S004,P0061,Clothing,South,170.43,15,Sunny,0,162.08,Winter,10.16
25/12/23,26/12/23,S004,P0085,Electronics,South,129.22,10,Cloudy,0,132.07,Winter,19.71
25/12/23,26/12/23,S004,P0068,Electronics,South,119.61,20,Sunny,0,122.09,Winter,20.44
25/12/23,26/12/23,S004,P0126,Clothing,South,186.38,5,Snowy,0,195.7,Winter,10.06
25/12/23,26/12/23,S004,P0133,Clothing,South,184.46,5,Rainy,0,185.2,Winter,9.95
25/12/23,26/12/23,S005,P0096,Toys,West,84.42,20,Snowy,0,84.49,Winter,25.16
25/12/23,26/12/23,S005,P0016,Clothing,West,94.18,15,Rainy,0,89.89,Winter,21.16
25/12/23,26/12/23,S005,P0031,Electronics,West,113.24,0,Snowy,0,111.73,Winter,19.33
25/12/23,26/12/23,S005,P0159,Electronics,West,87.28,10,Rainy,0,88.8,Winter,27.69
25/12/23,26/12/23,S005,P0129,Furniture,West,114.48,10,Sunny,0,118.2,Winter,15.84
25/12/23,26/12/23,S005,P0116,Furniture,West,107.89,5,Snowy,1,102.99,Winter,23.23
25/12/23,26/12/23,S005,P0070,Electronics,West,160.32,5,Cloudy,0,168.09,Winter,13.29
25/12/23,26/12/23,S005,P0171,Electronics,West,160.19,15,Sunny,0,153.48,Winter,13.75
25/12/23,26/12/23,S005,P0175,Electronics,West,123.28,10,Sunny,0,122.11,Winter,20.63
25/12/23,26/12/23,S005,P0046,Clothing,West,142.49,0,Rainy,0,139.12,Winter,16.4
25/12/23,26/12/23,S005,P0067,Furniture,West,90.55,5,Cloudy,0,87.75,Winter,22.39
25/12/23,26/12/23,S005,P0183,Electronics,West,66.75,20,Cloudy,1,64.95,Winter,43.36
25/12/23,26/12/23,S005,P0166,Groceries,West,88.25,15,Snowy,0,87.19,Winter,20.8
25/12/23,26/12/23,S005,P0079,Furniture,West,107.32,0,Rainy,0,110.61,Winter,18.16
25/12/23,26/12/23,S005,P0187,Clothing,West,150.65,20,Rainy,0,148.84,Winter,14.41
25/12/23,26/12/23,S005,P0178,Clothing,West,119.58,10,Sunny,0,118.46,Winter,17.29
25/12/23,26/12/23,S005,P0057,Clothing,West,120.29,10,Sunny,0,116.14,Winter,17.37
25/12/23,26/12/23,S005,P0153,Furniture,West,75.38,5,Rainy,0,75.97,Winter,25.29
25/12/23,26/12/23,S005,P0083,Toys,West,106.89,15,Cloudy,0,101.87,Winter,17.78
25/12/23,26/12/23,S005,P0069,Clothing,West,192.09,20,Snowy,0,197.65,Winter,9.91
25/12/23,26/12/23,S005,P0125,Clothing,West,121.42,0,Snowy,0,117.38,Winter,17.19
25/12/23,26/12/23,S005,P0017,Toys,West,107.52,15,Rainy,0,109.91,Winter,19.42
25/12/23,26/12/23,S005,P0149,Furniture,West,133.96,5,Cloudy,0,132.63,Winter,13.18
25/12/23,26/12/23,S005,P0094,Groceries,West,162.93,10,Cloudy,0,170.93,Winter,11.29
25/12/23,26/12/23,S005,P0066,Clothing,West,140.16,15,Cloudy,1,138.37,Winter,16.4
25/12/23,26/12/23,S005,P0061,Clothing,West,166.48,15,Cloudy,0,167.25,Winter,11.08
25/12/23,26/12/23,S005,P0085,Electronics,West,125.9,15,Snowy,0,121.64,Winter,18.8
25/12/23,26/12/23,S005,P0068,Electronics,West,121.72,5,Cloudy,0,120.73,Winter,20.52
25/12/23,26/12/23,S005,P0126,Clothing,West,183.7,10,Sunny,0,184.19,Winter,9.96
25/12/23,26/12/23,S005,P0133,Clothing,West,194.1,0,Rainy,1,188.54,Winter,13.21
25/12/23,27/12/23,S001,P0096,Toys,East,87.1,0,Snowy,0,83.31,Winter,24.9
25/12/23,27/12/23,S001,P0016,Clothing,East,89.92,15,Cloudy,0,88.57,Winter,22.04
25/12/23,27/12/23,S001,P0031,Electronics,East,111.1,5,Rainy,0,113.36,Winter,19.99
25/12/23,27/12/23,S001,P0159,Electronics,East,86.14,0,Rainy,1,84.17,Winter,33.06
25/12/23,27/12/23,S001,P0129,Furniture,East,114.14,15,Snowy,0,117.89,Winter,16.54
25/12/23,27/12/23,S001,P0116,Furniture,East,113.64,15,Rainy,0,115.29,Winter,19.19
25/12/23,27/12/23,S001,P0070,Electronics,East,165.99,0,Sunny,0,172.73,Winter,13.56
25/12/23,27/12/23,S001,P0171,Electronics,East,152.46,0,Rainy,0,158.99,Winter,14.65
25/12/23,27/12/23,S001,P0175,Electronics,East,124.9,10,Sunny,0,123.35,Winter,18.03
25/12/23,27/12/23,S001,P0046,Clothing,East,133.16,5,Cloudy,0,137.11,Winter,13.95
25/12/23,27/12/23,S001,P0067,Furniture,East,91.56,20,Snowy,0,87.2,Winter,22.92
25/12/23,27/12/23,S001,P0183,Electronics,East,69.89,15,Cloudy,0,72.34,Winter,35.86
25/12/23,27/12/23,S001,P0166,Groceries,East,83.37,15,Snowy,1,82.29,Winter,31.47
25/12/23,27/12/23,S001,P0079,Furniture,East,110.01,15,Rainy,0,105.61,Winter,20.33
25/12/23,27/12/23,S001,P0187,Clothing,East,145.39,20,Rainy,1,151.6,Winter,17.86
25/12/23,27/12/23,S001,P0178,Clothing,East,123.58,5,Sunny,0,126.78,Winter,14.81
25/12/23,27/12/23,S001,P0057,Clothing,East,125.99,20,Rainy,0,121.91,Winter,18.83
25/12/23,27/12/23,S001,P0153,Furniture,East,75.31,20,Snowy,0,73.69,Winter,24.96
25/12/23,27/12/23,S001,P0083,Toys,East,114.66,10,Cloudy,0,114.26,Winter,17.4
25/12/23,27/12/23,S001,P0069,Clothing,East,207.52,10,Cloudy,1,211.17,Winter,11.97
25/12/23,27/12/23,S001,P0125,Clothing,East,126.88,5,Sunny,0,129.52,Winter,16.28
25/12/23,27/12/23,S001,P0017,Toys,East,112.52,15,Snowy,0,109.3,Winter,18.69
25/12/23,27/12/23,S001,P0149,Furniture,East,129.92,15,Sunny,0,130.47,Winter,13.59
25/12/23,27/12/23,S001,P0094,Groceries,East,154.84,10,Cloudy,0,150.05,Winter,11.48
25/12/23,27/12/23,S001,P0066,Clothing,East,134.79,20,Cloudy,0,139.74,Winter,14.95
25/12/23,27/12/23,S001,P0061,Clothing,East,166.74,5,Sunny,0,167.73,Winter,11.84
25/12/23,27/12/23,S001,P0085,Electronics,East,126.19,20,Rainy,0,121.58,Winter,17.88
25/12/23,27/12/23,S001,P0068,Electronics,East,128.93,20,Cloudy,0,134.64,Winter,20.46
25/12/23,27/12/23,S001,P0126,Clothing,East,192.78,15,Rainy,0,193.66,Winter,11.54
25/12/23,27/12/23,S001,P0133,Clothing,East,184.08,20,Sunny,0,175.47,Winter,10.69
25/12/23,27/12/23,S002,P0096,Toys,West,83.85,15,Snowy,0,80.34,Winter,21.88
25/12/23,27/12/23,S002,P0016,Clothing,West,94.2,10,Snowy,1,97.95,Winter,28.13
25/12/23,27/12/23,S002,P0031,Electronics,West,118.08,20,Sunny,1,115.55,Winter,24.9
25/12/23,27/12/23,S002,P0159,Electronics,West,86.53,5,Sunny,0,86.97,Winter,25.14
25/12/23,27/12/23,S002,P0129,Furniture,West,120.17,10,Sunny,0,120.15,Winter,17.21
25/12/23,27/12/23,S002,P0116,Furniture,West,113.19,20,Cloudy,0,111.66,Winter,17.9
25/12/23,27/12/23,S002,P0070,Electronics,West,154.87,10,Snowy,1,152.23,Winter,18.96
25/12/23,27/12/23,S002,P0171,Electronics,West,159.94,5,Cloudy,0,161.91,Winter,13.21
25/12/23,27/12/23,S002,P0175,Electronics,West,124.47,10,Sunny,0,126.02,Winter,20.82
25/12/23,27/12/23,S002,P0046,Clothing,West,140.1,0,Snowy,0,142.33,Winter,15.04
25/12/23,27/12/23,S002,P0067,Furniture,West,92.98,5,Snowy,0,88.93,Winter,23.37
25/12/23,27/12/23,S002,P0183,Electronics,West,66.65,0,Snowy,0,69.07,Winter,35.21
25/12/23,27/12/23,S002,P0166,Groceries,West,80.82,15,Sunny,0,80.04,Winter,23.81
25/12/23,27/12/23,S002,P0079,Furniture,West,103.79,5,Snowy,0,105.18,Winter,18.13
25/12/23,27/12/23,S002,P0187,Clothing,West,146.1,15,Snowy,1,139.88,Winter,18.45
25/12/23,27/12/23,S002,P0178,Clothing,West,121.13,20,Cloudy,1,119.09,Winter,22.66
25/12/23,27/12/23,S002,P0057,Clothing,West,130.82,15,Snowy,0,126.51,Winter,17.15
25/12/23,27/12/23,S002,P0153,Furniture,West,72.69,15,Sunny,0,71.87,Winter,26.17
25/12/23,27/12/23,S002,P0083,Toys,West,107.87,20,Cloudy,0,105.91,Winter,19.3
25/12/23,27/12/23,S002,P0069,Clothing,West,201.62,20,Sunny,0,195.42,Winter,10.57
25/12/23,27/12/23,S002,P0125,Clothing,West,124.48,15,Snowy,1,120.71,Winter,22.08
25/12/23,27/12/23,S002,P0017,Toys,West,112.46,0,Rainy,0,110.82,Winter,19.35
25/12/23,27/12/23,S002,P0149,Furniture,West,136.34,10,Rainy,0,138.56,Winter,13.82
25/12/23,27/12/23,S002,P0094,Groceries,West,167.86,0,Snowy,0,166.44,Winter,12.53
25/12/23,27/12/23,S002,P0066,Clothing,West,132.19,15,Sunny,0,133.77,Winter,15.0
25/12/23,27/12/23,S002,P0061,Clothing,West,171.78,15,Sunny,0,163.25,Winter,11.48
25/12/23,27/12/23,S002,P0085,Electronics,West,126.16,5,Snowy,0,120.98,Winter,16.93
25/12/23,27/12/23,S002,P0068,Electronics,West,130.87,0,Rainy,1,125.03,Winter,27.41
25/12/23,27/12/23,S002,P0126,Clothing,West,176.08,15,Cloudy,0,168.45,Winter,10.0
25/12/23,27/12/23,S002,P0133,Clothing,West,191.29,0,Snowy,1,200.42,Winter,13.04
25/12/23,27/12/23,S003,P0096,Toys,North,87.5,20,Cloudy,0,89.29,Winter,22.62
25/12/23,27/12/23,S003,P0016,Clothing,North,96.44,5,Sunny,0,93.97,Winter,19.48
25/12/23,27/12/23,S003,P0031,Electronics,North,113.32,0,Rainy,0,117.2,Winter,22.43
25/12/23,27/12/23,S003,P0159,Electronics,North,87.77,10,Sunny,0,87.18,Winter,27.68
25/12/23,27/12/23,S003,P0129,Furniture,North,125.75,0,Cloudy,0,130.3,Winter,17.31
25/12/23,27/12/23,S003,P0116,Furniture,North,112.98,20,Snowy,0,108.71,Winter,19.26
25/12/23,27/12/23,S003,P0070,Electronics,North,161.7,5,Sunny,1,168.01,Winter,17.07
25/12/23,27/12/23,S003,P0171,Electronics,North,164.35,0,Cloudy,1,156.15,Winter,20.24
25/12/23,27/12/23,S003,P0175,Electronics,North,121.5,10,Cloudy,0,123.01,Winter,18.49
25/12/23,27/12/23,S003,P0046,Clothing,North,134.96,0,Rainy,0,136.26,Winter,15.57
25/12/23,27/12/23,S003,P0067,Furniture,North,86.96,10,Rainy,0,82.82,Winter,23.54
25/12/23,27/12/23,S003,P0183,Electronics,North,69.94,20,Sunny,0,67.59,Winter,36.9
25/12/23,27/12/23,S003,P0166,Groceries,North,82.44,5,Cloudy,0,81.86,Winter,24.29
25/12/23,27/12/23,S003,P0079,Furniture,North,101.88,5,Rainy,0,99.51,Winter,20.84
25/12/23,27/12/23,S003,P0187,Clothing,North,146.8,0,Rainy,0,142.5,Winter,13.68
25/12/23,27/12/23,S003,P0178,Clothing,North,125.99,0,Rainy,0,125.22,Winter,18.35
25/12/23,27/12/23,S003,P0057,Clothing,North,119.76,0,Rainy,0,123.52,Winter,17.56
25/12/23,27/12/23,S003,P0153,Furniture,North,76.49,5,Snowy,1,75.22,Winter,35.2
25/12/23,27/12/23,S003,P0083,Toys,North,112.97,0,Snowy,0,118.56,Winter,18.05
25/12/23,27/12/23,S003,P0069,Clothing,North,195.45,0,Rainy,0,196.74,Winter,10.35
25/12/23,27/12/23,S003,P0125,Clothing,North,124.72,0,Sunny,0,119.79,Winter,16.78
25/12/23,27/12/23,S003,P0017,Toys,North,104.86,0,Rainy,0,108.81,Winter,16.69
25/12/23,27/12/23,S003,P0149,Furniture,North,134.32,0,Rainy,0,136.57,Winter,12.61
25/12/23,27/12/23,S003,P0094,Groceries,North,160.12,5,Cloudy,1,159.13,Winter,16.31
25/12/23,27/12/23,S003,P0066,Clothing,North,132.45,10,Snowy,0,128.59,Winter,15.13
25/12/23,27/12/23,S003,P0061,Clothing,North,166.88,0,Sunny,0,172.58,Winter,10.55
25/12/23,27/12/23,S003,P0085,Electronics,North,130.11,15,Cloudy,0,130.97,Winter,17.83
25/12/23,27/12/23,S003,P0068,Electronics,North,126.57,10,Cloudy,1,125.09,Winter,25.01
25/12/23,27/12/23,S003,P0126,Clothing,North,192.32,0,Sunny,0,187.79,Winter,9.48
25/12/23,27/12/23,S003,P0133,Clothing,North,185.31,20,Snowy,0,189.42,Winter,9.17
25/12/23,27/12/23,S004,P0096,Toys,South,82.23,15,Sunny,0,84.8,Winter,23.08
25/12/23,27/12/23,S004,P0016,Clothing,South,89.7,15,Rainy,0,85.3,Winter,24.63
25/12/23,27/12/23,S004,P0031,Electronics,South,112.39,0,Snowy,0,108.1,Winter,19.04
25/12/23,27/12/23,S004,P0159,Electronics,South,87.81,5,Snowy,0,90.66,Winter,27.59
25/12/23,27/12/23,S004,P0129,Furniture,South,115.49,10,Rainy,0,110.43,Winter,15.94
25/12/23,27/12/23,S004,P0116,Furniture,South,104.74,15,Rainy,0,106.0,Winter,17.23
25/12/23,27/12/23,S004,P0070,Electronics,South,164.54,15,Cloudy,0,169.95,Winter,15.33
25/12/23,27/12/23,S004,P0171,Electronics,South,166.93,15,Snowy,1,158.72,Winter,18.17
25/12/23,27/12/23,S004,P0175,Electronics,South,123.08,5,Snowy,0,121.71,Winter,19.15
25/12/23,27/12/23,S004,P0046,Clothing,South,133.47,0,Rainy,0,131.43,Winter,14.96
25/12/23,27/12/23,S004,P0067,Furniture,South,88.98,0,Snowy,0,91.01,Winter,23.98
25/12/23,27/12/23,S004,P0183,Electronics,South,70.33,0,Snowy,0,66.83,Winter,34.26
25/12/23,27/12/23,S004,P0166,Groceries,South,81.56,0,Rainy,0,84.56,Winter,23.4
25/12/23,27/12/23,S004,P0079,Furniture,South,103.87,0,Sunny,0,106.06,Winter,19.55
25/12/23,27/12/23,S004,P0187,Clothing,South,143.11,20,Snowy,0,144.46,Winter,13.09
25/12/23,27/12/23,S004,P0178,Clothing,South,120.35,15,Cloudy,0,122.32,Winter,17.6
25/12/23,27/12/23,S004,P0057,Clothing,South,128.2,20,Cloudy,0,134.33,Winter,14.77
25/12/23,27/12/23,S004,P0153,Furniture,South,76.02,5,Snowy,0,74.79,Winter,26.62
25/12/23,27/12/23,S004,P0083,Toys,South,105.48,5,Snowy,0,101.52,Winter,19.4
25/12/23,27/12/23,S004,P0069,Clothing,South,199.58,15,Snowy,1,200.34,Winter,12.6
25/12/23,27/12/23,S004,P0125,Clothing,South,123.44,0,Snowy,1,121.49,Winter,21.18
25/12/23,27/12/23,S004,P0017,Toys,South,114.62,20,Sunny,0,117.46,Winter,19.62
25/12/23,27/12/23,S004,P0149,Furniture,South,131.29,10,Sunny,0,133.67,Winter,13.99
25/12/23,27/12/23,S004,P0094,Groceries,South,163.92,20,Sunny,1,170.14,Winter,16.88
25/12/23,27/12/23,S004,P0066,Clothing,South,141.66,10,Rainy,0,136.91,Winter,14.3
25/12/23,27/12/23,S004,P0061,Clothing,South,174.94,20,Sunny,0,170.85,Winter,11.64
25/12/23,27/12/23,S004,P0085,Electronics,South,130.96,5,Snowy,0,127.45,Winter,18.29
25/12/23,27/12/23,S004,P0068,Electronics,South,121.73,20,Cloudy,0,126.94,Winter,18.67
25/12/23,27/12/23,S004,P0126,Clothing,South,190.63,20,Cloudy,0,187.14,Winter,9.89
25/12/23,27/12/23,S004,P0133,Clothing,South,189.71,5,Cloudy,0,186.67,Winter,9.5
