Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
01/01/24,S002,P0046,Clothing,West,162,94,109,92.9,156.4,15,Rainy,0,162.06,Winter
01/01/24,S002,P0067,Furniture,West,176,27,90,31.77,92.33,5,Sunny,1,94.17,Winter
01/01/24,S002,P0183,Electronics,West,78,78,114,80.38,77.13,20,Snowy,0,79.73,Winter
01/01/24,S002,P0166,Groceries,West,73,0,99,0.0,91.92,0,Rainy,0,91.71,Winter
01/01/24,S002,P0079,Furniture,West,105,96,128,99.18,107.42,0,Snowy,1,111.05,Winter
01/01/24,S002,P0187,Clothing,West,115,102,6,83.07,124.23,20,Snowy,0,128.98,Winter
01/01/24,S002,P0178,Clothing,West,247,92,41,76.85,123.24,5,Rainy,0,127.62,Winter
01/01/24,S002,P0057,Clothing,West,220,131,41,106.49,130.6,10,Rainy,0,127.5,Winter
01/01/24,S002,P0153,Furniture,West,33,22,77,19.92,84.78,15,Sunny,0,82.41,Winter
01/01/24,S002,P0083,Toys,West,77,69,30,66.09,103.77,20,Cloudy,0,99.18,Winter
01/01/24,S002,P0069,Clothing,West,233,145,87,122.93,229.32,10,Rainy,0,223.94,Winter
01/01/24,S002,P0125,Clothing,West,175,137,27,133.81,121.65,20,Sunny,0,122.81,Winter
01/01/24,S002,P0017,Toys,West,81,16,142,13.23,98.62,10,Rainy,0,98.47,Winter
01/01/24,S002,P0149,Furniture,West,217,148,16,149.33,139.6,20,Snowy,0,138.65,Winter
01/01/24,S002,P0094,Groceries,West,274,35,13,34.67,140.55,15,Cloudy,1,135.52,Winter
01/01/24,S002,P0066,Clothing,West,233,28,142,29.53,126.62,0,Rainy,0,128.76,Winter
01/01/24,S002,P0061,Clothing,West,208,98,49,98.52,186.29,20,Snowy,0,183.02,Winter
01/01/24,S002,P0085,Electronics,West,101,53,5,57.72,111.06,20,Sunny,0,112.96,Winter
01/01/24,S002,P0068,Electronics,West,130,16,66,14.14,107.53,20,Sunny,0,108.51,Winter
01/01/24,S002,P0126,Clothing,West,69,11,19,9.48,209.27,0,Cloudy,1,203.86,Winter
01/01/24,S002,P0133,Clothing,West,65,58,116,48.26,193.83,20,Sunny,1,202.4,Winter
01/01/24,S003,P0096,Toys,North,246,70,134,76.75,76.07,0,Cloudy,1,79.08,Winter
01/01/24,S003,P0016,Clothing,North,258,76,12,64.06,91.51,10,Sunny,1,88.98,Winter
01/01/24,S003,P0031,Electronics,North,54,18,76,18.16,117.43,10,Snowy,0,120.72,Winter
01/01/24,S003,P0159,Electronics,North,78,72,115,81.99,78.74,5,Snowy,0,78.26,Winter
01/01/24,S003,P0129,Furniture,North,132,62,85,59.1,121.98,10,Snowy,0,125.61,Winter
01/01/24,S003,P0116,Furniture,North,102,90,52,93.28,115.74,15,Snowy,1,120.41,Winter
01/01/24,S003,P0070,Electronics,North,21,11,93,12.93,178.01,10,Sunny,1,175.4,Winter
01/01/24,S003,P0171,Electronics,North,193,71,85,73.65,138.02,20,Sunny,0,131.71,Winter
01/01/24,S003,P0175,Electronics,North,236,87,18,81.42,122.38,5,Rainy,1,120.11,Winter
01/01/24,S003,P0046,Clothing,North,78,34,74,32.19,153.74,5,Cloudy,0,149.46,Winter
01/01/24,S003,P0067,Furniture,North,217,143,21,135.19,96.8,20,Snowy,0,95.46,Winter
01/01/24,S003,P0183,Electronics,North,58,1,28,1.0,69.16,20,Sunny,0,70.2,Winter
01/01/24,S003,P0166,Groceries,North,226,9,40,7.96,82.27,20,Sunny,0,79.75,Winter
01/01/24,S003,P0079,Furniture,North,208,1,45,0.87,102.78,5,Snowy,0,102.59,Winter
01/01/24,S003,P0187,Clothing,North,174,85,117,88.21,157.03,10,Sunny,0,159.8,Winter
01/01/24,S003,P0178,Clothing,North,193,144,62,145.97,106.08,0,Cloudy,1,104.24,Winter
01/01/24,S003,P0057,Clothing,North,194,54,135,45.49,130.67,5,Cloudy,0,136.88,Winter
01/01/24,S003,P0153,Furniture,North,181,106,64,116.5,68.06,20,Sunny,0,68.3,Winter
01/01/24,S003,P0083,Toys,North,63,49,54,47.23,124.14,10,Rainy,0,128.66,Winter
01/01/24,S003,P0069,Clothing,North,60,48,86,54.26,209.56,20,Snowy,0,209.71,Winter
01/01/24,S003,P0125,Clothing,North,22,16,23,14.55,129.45,20,Sunny,0,127.24,Winter
01/01/24,S003,P0017,Toys,North,258,137,29,133.4,102.67,20,Snowy,0,107.34,Winter
01/01/24,S003,P0149,Furniture,North,110,100,121,86.13,138.1,10,Rainy,0,138.26,Winter
01/01/24,S003,P0094,Groceries,North,166,65,132,60.36,171.66,0,Snowy,0,169.1,Winter
01/01/24,S003,P0066,Clothing,North,224,11,114,11.73,144.32,0,Snowy,0,140.52,Winter
01/01/24,S003,P0061,Clothing,North,239,81,19,79.25,164.14,0,Snowy,1,159.61,Winter
01/01/24,S003,P0085,Electronics,North,66,45,86,43.66,122.3,15,Sunny,1,117.97,Winter
01/01/24,S003,P0068,Electronics,North,249,77,98,62.82,108.46,20,Rainy,0,106.6,Winter
01/01/24,S003,P0126,Clothing,North,46,14,45,12.62,171.14,20,Sunny,0,171.72,Winter
01/01/24,S003,P0133,Clothing,North,142,32,53,30.87,201.68,10,Cloudy,1,206.87,Winter
01/01/24,S004,P0096,Toys,South,153,92,72,90.25,87.83,5,Sunny,0,84.89,Winter
01/01/24,S004,P0016,Clothing,South,32,29,30,31.87,104.67,15,Snowy,0,99.69,Winter
01/01/24,S004,P0031,Electronics,South,104,5,36,5.66,103.19,0,Rainy,1,100.09,Winter
01/01/24,S004,P0159,Electronics,South,197,72,121,67.71,93.45,0,Snowy,1,97.38,Winter
01/01/24,S004,P0129,Furniture,South,118,29,76,27.45,120.59,20,Sunny,0,117.16,Winter
01/01/24,S004,P0116,Furniture,South,121,26,9,31.02,108.29,5,Snowy,1,111.47,Winter
01/01/24,S004,P0070,Electronics,South,195,149,94,132.59,138.58,0,Sunny,1,135.57,Winter
01/01/24,S004,P0171,Electronics,South,237,29,149,28.7,181.37,15,Cloudy,0,178.6,Winter
01/01/24,S004,P0175,Electronics,South,75,20,66,18.02,123.39,20,Sunny,1,120.22,Winter
01/01/24,S004,P0046,Clothing,South,83,62,61,65.17,148.47,20,Rainy,0,145.54,Winter
01/01/24,S004,P0067,Furniture,South,141,39,77,37.89,92.59,15,Sunny,0,88.89,Winter
01/01/24,S004,P0183,Electronics,South,171,58,83,65.71,67.28,10,Cloudy,0,69.23,Winter
01/01/24,S004,P0166,Groceries,South,182,71,79,66.0,97.18,15,Rainy,0,92.86,Winter
01/01/24,S004,P0079,Furniture,South,94,67,43,79.71,108.38,20,Rainy,0,106.82,Winter
01/01/24,S004,P0187,Clothing,South,49,18,115,18.4,141.21,0,Cloudy,1,144.76,Winter
01/01/24,S004,P0178,Clothing,South,114,87,55,94.36,132.06,5,Sunny,0,135.31,Winter
01/01/24,S004,P0057,Clothing,South,108,32,128,37.11,132.98,20,Rainy,1,133.08,Winter
01/01/24,S004,P0153,Furniture,South,90,22,137,19.77,78.25,20,Snowy,0,75.09,Winter
01/01/24,S004,P0083,Toys,South,112,93,118,105.2,125.79,0,Sunny,0,126.74,Winter
01/01/24,S004,P0069,Clothing,South,289,118,139,115.88,229.59,20,Snowy,0,219.52,Winter
01/01/24,S004,P0125,Clothing,South,155,87,51,86.19,106.69,10,Sunny,0,101.97,Winter
01/01/24,S004,P0017,Toys,South,93,50,40,49.18,110.95,5,Rainy,1,108.9,Winter
01/01/24,S004,P0149,Furniture,South,198,109,46,88.71,148.94,0,Rainy,0,144.13,Winter
01/01/24,S004,P0094,Groceries,South,112,108,91,107.63,155.41,0,Sunny,0,158.78,Winter
01/01/24,S004,P0066,Clothing,South,196,128,36,127.21,141.27,10,Snowy,0,142.81,Winter
01/01/24,S004,P0061,Clothing,South,120,103,21,113.3,168.57,0,Cloudy,0,173.92,Winter
01/01/24,S004,P0085,Electronics,South,114,16,16,13.4,143.77,10,Snowy,0,137.61,Winter
01/01/24,S004,P0068,Electronics,South,24,0,113,0.0,132.46,10,Cloudy,0,127.21,Winter
01/01/24,S004,P0126,Clothing,South,297,132,71,117.43,195.59,5,Sunny,0,189.98,Winter
01/01/24,S004,P0133,Clothing,South,210,58,35,62.51,167.24,10,Snowy,0,174.92,Winter
01/01/24,S005,P0096,Toys,West,213,121,54,106.34,79.15,10,Snowy,0,81.17,Winter
01/01/24,S005,P0016,Clothing,West,298,55,116,61.06,90.87,10,Cloudy,0,88.41,Winter
01/01/24,S005,P0031,Electronics,West,49,2,94,2.09,122.88,0,Cloudy,0,121.65,Winter
01/01/24,S005,P0159,Electronics,West,163,126,81,133.38,88.78,0,Sunny,1,90.65,Winter
01/01/24,S005,P0129,Furniture,West,168,144,68,119.13,113.28,5,Sunny,0,117.37,Winter
01/01/24,S005,P0116,Furniture,West,61,4,104,3.84,99.43,20,Sunny,0,94.61,Winter
01/01/24,S005,P0070,Electronics,West,249,16,28,18.76,164.01,5,Cloudy,1,160.27,Winter
01/01/24,S005,P0171,Electronics,West,30,6,93,5.26,163.57,0,Sunny,1,163.29,Winter
01/01/24,S005,P0175,Electronics,West,165,43,143,35.91,128.83,10,Rainy,0,132.39,Winter
01/01/24,S005,P0046,Clothing,West,26,17,131,16.99,157.56,20,Snowy,0,149.93,Winter
01/01/24,S005,P0067,Furniture,West,300,14,116,16.15,78.28,20,Sunny,0,74.71,Winter
01/01/24,S005,P0183,Electronics,West,44,17,78,15.11,62.92,0,Sunny,0,62.27,Winter
01/01/24,S005,P0166,Groceries,West,209,20,142,22.31,79.5,15,Rainy,0,78.62,Winter
01/01/24,S005,P0079,Furniture,West,148,29,143,29.18,112.27,0,Rainy,1,117.29,Winter
01/01/24,S005,P0187,Clothing,West,244,92,121,104.83,133.86,10,Snowy,0,135.36,Winter
01/01/24,S005,P0178,Clothing,West,135,82,44,93.08,105.28,0,Rainy,1,104.02,Winter
01/01/24,S005,P0057,Clothing,West,102,14,95,15.04,106.99,0,Sunny,1,108.04,Winter
01/01/24,S005,P0153,Furniture,West,20,15,77,13.09,75.38,10,Sunny,0,77.45,Winter
01/01/24,S005,P0083,Toys,West,114,16,42,15.8,113.49,0,Cloudy,0,114.54,Winter
01/01/24,S005,P0069,Clothing,West,201,16,22,19.17,225.69,0,Rainy,0,235.79,Winter
01/01/24,S005,P0125,Clothing,West,269,3,51,2.77,123.47,20,Rainy,1,117.37,Winter
01/01/24,S005,P0017,Toys,West,101,33,53,36.17,105.29,5,Rainy,0,102.38,Winter
01/01/24,S005,P0149,Furniture,West,129,46,60,44.23,121.11,10,Sunny,0,122.66,Winter
01/01/24,S005,P0094,Groceries,West,58,24,19,21.05,180.3,0,Cloudy,0,178.77,Winter
01/01/24,S005,P0066,Clothing,West,204,20,84,18.13,127.49,15,Rainy,1,123.51,Winter
01/01/24,S005,P0061,Clothing,West,283,41,76,46.52,161.11,15,Sunny,0,157.47,Winter
01/01/24,S005,P0085,Electronics,West,230,14,25,13.73,139.05,0,Rainy,0,135.43,Winter
01/01/24,S005,P0068,Electronics,West,58,14,123,14.02,110.03,15,Rainy,0,113.44,Winter
01/01/24,S005,P0126,Clothing,West,31,31,37,34.85,183.05,10,Rainy,0,176.68,Winter
01/01/24,S005,P0133,Clothing,West,203,49,26,56.99,213.51,20,Rainy,1,219.05,Winter
