year,month,store_id,product_id,category,total_units_sold,avg_inventory_held,turnover_ratio
2022,1,S004,P0070,Electronics,2972,148.0,20.0
2022,1,S004,P0079,Furniture,2730,146.0,18.0
2022,1,S004,P0083,Toys,2732,142.0,19.0
2022,1,S004,P0085,Electronics,2636,138.0,19.0
2022,1,S004,P0094,Groceries,2927,153.0,19.0
2022,1,S004,P0096,Toys,2627,139.0,18.0
2022,1,S004,P0116,Furniture,2866,140.0,20.0
2022,1,S004,P0125,Clothing,3751,169.0,22.0
2022,1,S004,P0126,Clothing,4165,173.0,24.0
2022,1,S004,P0129,Furniture,2822,153.0,18.0
2022,1,S004,P0133,Clothing,4377,185.0,23.0
2022,1,S004,P0149,Furniture,3175,148.0,21.0
2022,1,S004,P0153,Furniture,2594,134.0,19.0
2022,1,S004,P0159,Electronics,2661,133.0,20.0
2022,1,S004,P0166,Groceries,2735,138.0,19.0
2022,1,S004,P0171,Electronics,2854,134.0,21.0
2022,1,S004,P0175,Electronics,2358,114.0,20.0
2022,1,S004,P0178,Clothing,3757,170.0,22.0
2022,1,S004,P0183,Electronics,2642,138.0,19.0
2022,1,S004,P0187,Clothing,3853,176.0,21.0
2022,1,S005,P0016,Clothing,3604,165.0,21.0
2022,1,S005,P0017,Toys,3204,145.0,22.0
2022,1,S005,P0031,Electronics,2496,132.0,18.0
2022,1,S005,P0046,Clothing,3983,177.0,22.0
2022,1,S005,P0057,Clothing,3697,168.0,22.0
2022,1,S005,P0061,Clothing,4234,182.0,23.0
2022,1,S005,P0066,Clothing,4022,177.0,22.0
2022,1,S005,P0067,Furniture,2689,133.0,20.0
2022,1,S005,P0068,Electronics,2557,132.0,19.0
2022,1,S005,P0069,Clothing,3788,164.0,23.0
2022,1,S005,P0070,Electronics,2492,130.0,19.0
2022,1,S005,P0079,Furniture,2690,136.0,19.0
2022,1,S005,P0083,Toys,2749,142.0,19.0
2022,1,S005,P0085,Electronics,2846,133.0,21.0
2022,1,S005,P0094,Groceries,3147,147.0,21.0
2022,1,S005,P0096,Toys,2740,144.0,19.0
2022,1,S005,P0116,Furniture,2914,138.0,21.0
2022,1,S005,P0125,Clothing,4212,199.0,21.0
2022,1,S005,P0126,Clothing,4114,179.0,22.0
2022,1,S005,P0129,Furniture,3189,156.0,20.0
2022,1,S005,P0133,Clothing,3849,177.0,21.0
2022,1,S005,P0149,Furniture,2900,141.0,20.0
2022,1,S005,P0153,Furniture,3155,153.0,20.0
2022,1,S005,P0159,Electronics,2575,142.0,18.0
2022,1,S005,P0166,Groceries,2730,131.0,20.0
2022,1,S005,P0171,Electronics,2952,149.0,19.0
2022,1,S005,P0175,Electronics,2641,120.0,22.0
2022,1,S005,P0178,Clothing,4332,200.0,21.0
2022,1,S005,P0183,Electronics,2860,137.0,20.0
2022,1,S005,P0187,Clothing,4089,173.0,23.0
2022,2,S001,P0016,Clothing,3343,170.0,19.0
2022,2,S001,P0017,Toys,2530,128.0,19.0
2022,2,S001,P0031,Electronics,2405,128.0,18.0
2022,2,S001,P0046,Clothing,3721,186.0,20.0
2022,2,S001,P0057,Clothing,3607,173.0,20.0
2022,2,S001,P0061,Clothing,3722,191.0,19.0
2022,2,S001,P0066,Clothing,3621,188.0,19.0
2022,2,S001,P0067,Furniture,2636,149.0,17.0
2022,2,S001,P0068,Electronics,2623,137.0,19.0
2022,2,S001,P0069,Clothing,3410,170.0,20.0
2022,2,S001,P0070,Electronics,2305,124.0,18.0
2022,2,S001,P0079,Furniture,2735,149.0,18.0
2022,2,S001,P0083,Toys,2453,131.0,18.0
2022,2,S001,P0085,Electronics,2311,137.0,16.0
2022,2,S001,P0094,Groceries,2439,139.0,17.0
2022,2,S001,P0096,Toys,2499,135.0,18.0
2022,2,S001,P0116,Furniture,2615,145.0,18.0
2022,2,S001,P0125,Clothing,3634,176.0,20.0
2022,2,S001,P0126,Clothing,3602,162.0,22.0
2022,2,S001,P0129,Furniture,2776,151.0,18.0
2022,2,S001,P0133,Clothing,3407,166.0,20.0
2022,2,S001,P0149,Furniture,2651,146.0,18.0
2022,2,S001,P0153,Furniture,2445,142.0,17.0
2022,2,S001,P0159,Electronics,2517,133.0,18.0
2022,2,S001,P0166,Groceries,2260,130.0,17.0
2022,2,S001,P0171,Electronics,2284,128.0,17.0
2022,2,S001,P0175,Electronics,2463,134.0,18.0
2022,2,S001,P0178,Clothing,3934,189.0,20.0
2022,2,S001,P0183,Electronics,2390,127.0,18.0
2022,2,S001,P0187,Clothing,3810,188.0,20.0
2022,2,S002,P0016,Clothing,3861,190.0,20.0
2022,2,S002,P0017,Toys,2779,146.0,19.0
2022,2,S002,P0031,Electronics,2215,125.0,17.0
2022,2,S002,P0046,Clothing,3861,193.0,20.0
2022,2,S002,P0057,Clothing,3519,166.0,21.0
2022,2,S002,P0061,Clothing,3692,187.0,19.0
2022,2,S002,P0066,Clothing,3775,180.0,20.0
2022,2,S002,P0067,Furniture,2549,144.0,17.0
2022,2,S002,P0068,Electronics,2322,138.0,16.0
2022,2,S002,P0069,Clothing,4134,202.0,20.0
2022,2,S002,P0070,Electronics,2272,129.0,17.0
2022,2,S002,P0079,Furniture,2598,141.0,18.0
2022,2,S002,P0083,Toys,2581,145.0,17.0
2022,2,S002,P0085,Electronics,2281,141.0,16.0
2022,2,S002,P0094,Groceries,2414,137.0,17.0
2022,2,S002,P0096,Toys,2641,146.0,18.0
2022,2,S002,P0116,Furniture,2414,142.0,17.0
2022,2,S002,P0125,Clothing,3557,163.0,21.0
2022,2,S002,P0126,Clothing,3659,178.0,20.0
2022,2,S002,P0129,Furniture,2269,142.0,15.0
2022,2,S002,P0133,Clothing,3315,162.0,20.0
2022,2,S002,P0149,Furniture,2739,156.0,17.0
2022,2,S002,P0153,Furniture,2597,151.0,17.0
2022,2,S002,P0159,Electronics,2656,146.0,18.0
2022,2,S002,P0166,Groceries,2818,141.0,19.0
2022,2,S002,P0171,Electronics,2396,131.0,18.0
2022,2,S002,P0175,Electronics,2624,133.0,19.0
2022,2,S002,P0178,Clothing,3678,180.0,20.0
2022,2,S002,P0183,Electronics,2487,132.0,18.0
2022,2,S002,P0187,Clothing,3666,169.0,21.0
2022,2,S003,P0016,Clothing,3657,183.0,19.0
2022,2,S003,P0017,Toys,2580,146.0,17.0
2022,2,S003,P0031,Electronics,2565,143.0,17.0
2022,2,S003,P0046,Clothing,3597,187.0,19.0
2022,2,S003,P0057,Clothing,3706,177.0,20.0
2022,2,S003,P0061,Clothing,3350,172.0,19.0
2022,2,S003,P0066,Clothing,3340,167.0,20.0
2022,2,S003,P0067,Furniture,2407,137.0,17.0
2022,2,S003,P0068,Electronics,2334,140.0,16.0
2022,2,S003,P0069,Clothing,3872,190.0,20.0
2022,2,S003,P0070,Electronics,2370,138.0,17.0
2022,2,S003,P0079,Furniture,2555,140.0,18.0
2022,2,S003,P0083,Toys,2803,152.0,18.0
2022,2,S003,P0085,Electronics,2158,118.0,18.0
2022,2,S003,P0094,Groceries,2536,140.0,18.0
2022,2,S003,P0096,Toys,2559,136.0,18.0
2022,2,S003,P0116,Furniture,2635,135.0,19.0
2022,2,S003,P0125,Clothing,3833,191.0,20.0
2022,2,S003,P0126,Clothing,3003,146.0,20.0
2022,2,S003,P0129,Furniture,2590,140.0,18.0
2022,2,S003,P0133,Clothing,3741,176.0,21.0
2022,2,S003,P0149,Furniture,2301,122.0,18.0
2022,2,S003,P0153,Furniture,2687,140.0,19.0
2022,2,S003,P0159,Electronics,2257,130.0,17.0
2022,2,S003,P0166,Groceries,2819,144.0,19.0
2022,2,S003,P0171,Electronics,2639,148.0,17.0
2022,2,S003,P0175,Electronics,2593,149.0,17.0
2022,2,S003,P0178,Clothing,3839,188.0,20.0
2022,2,S003,P0183,Electronics,2493,147.0,16.0
2022,2,S003,P0187,Clothing,3615,180.0,20.0
2022,2,S004,P0016,Clothing,3604,172.0,20.0
2022,2,S004,P0017,Toys,2620,150.0,17.0
2022,2,S004,P0031,Electronics,2587,133.0,19.0
2022,2,S004,P0046,Clothing,3639,178.0,20.0
2022,2,S004,P0057,Clothing,3603,182.0,19.0
2022,2,S004,P0061,Clothing,3926,186.0,21.0
2022,2,S004,P0066,Clothing,3858,173.0,22.0
2022,2,S004,P0067,Furniture,2792,140.0,19.0
2022,2,S004,P0068,Electronics,2192,128.0,17.0
2022,2,S004,P0069,Clothing,3218,156.0,20.0
2022,2,S004,P0070,Electronics,2507,147.0,17.0
2022,2,S004,P0079,Furniture,2600,140.0,18.0
2022,2,S004,P0083,Toys,2467,136.0,18.0
2022,2,S004,P0085,Electronics,2396,134.0,17.0
2022,2,S004,P0094,Groceries,2763,153.0,18.0
2022,2,S004,P0096,Toys,2560,133.0,19.0
2022,2,S004,P0116,Furniture,2563,130.0,19.0
2022,2,S004,P0125,Clothing,3494,176.0,19.0
2022,2,S004,P0126,Clothing,3704,182.0,20.0
2022,2,S004,P0129,Furniture,2925,154.0,18.0
2022,2,S004,P0133,Clothing,3542,172.0,20.0
2022,2,S004,P0149,Furniture,2724,151.0,18.0
2022,2,S004,P0153,Furniture,2452,125.0,19.0
2022,2,S004,P0159,Electronics,2199,129.0,17.0
2022,2,S004,P0166,Groceries,2577,143.0,18.0
2022,2,S004,P0171,Electronics,2659,149.0,17.0
2022,2,S004,P0175,Electronics,2231,139.0,16.0
2022,2,S004,P0178,Clothing,3709,179.0,20.0
2022,2,S004,P0183,Electronics,2346,125.0,18.0
2022,2,S004,P0187,Clothing,3659,186.0,19.0
2022,2,S005,P0016,Clothing,3639,174.0,20.0
2022,2,S005,P0017,Toys,2402,133.0,18.0
2022,2,S005,P0031,Electronics,2644,143.0,18.0
2022,2,S005,P0046,Clothing,2954,150.0,19.0
2022,2,S005,P0057,Clothing,3635,175.0,20.0
2022,2,S005,P0061,Clothing,3584,180.0,19.0
2022,2,S005,P0066,Clothing,3502,177.0,19.0
2022,2,S005,P0067,Furniture,2730,145.0,18.0
2022,2,S005,P0068,Electronics,2468,131.0,18.0
2022,2,S005,P0069,Clothing,3559,169.0,21.0
2022,2,S005,P0070,Electronics,2281,136.0,16.0
2022,2,S005,P0079,Furniture,2614,146.0,17.0
2022,2,S005,P0083,Toys,2724,145.0,18.0
2022,2,S005,P0085,Electronics,2659,143.0,18.0
2022,2,S005,P0094,Groceries,2650,149.0,17.0
2022,2,S005,P0096,Toys,2691,148.0,18.0
2022,2,S005,P0116,Furniture,2568,137.0,18.0
2022,2,S005,P0125,Clothing,3398,165.0,20.0
2022,2,S005,P0126,Clothing,3560,183.0,19.0
2022,2,S005,P0129,Furniture,2538,140.0,18.0
2022,2,S005,P0133,Clothing,3462,168.0,20.0
2022,2,S005,P0149,Furniture,2915,158.0,18.0
2022,2,S005,P0153,Furniture,2320,134.0,17.0
2022,2,S005,P0159,Electronics,2365,128.0,18.0
2022,2,S005,P0166,Groceries,2455,117.0,20.0
2022,2,S005,P0171,Electronics,2502,129.0,19.0
2022,2,S005,P0175,Electronics,2411,130.0,18.0
2022,2,S005,P0178,Clothing,3711,178.0,20.0
2022,2,S005,P0183,Electronics,2377,135.0,17.0
2022,2,S005,P0187,Clothing,3710,174.0,21.0
2022,3,S001,P0016,Clothing,2659,139.0,19.0
2022,3,S001,P0017,Toys,2597,137.0,18.0
2022,3,S001,P0031,Electronics,2929,140.0,20.0
2022,3,S001,P0046,Clothing,2598,123.0,21.0
2022,3,S001,P0057,Clothing,2606,134.0,19.0
2022,3,S001,P0061,Clothing,2916,146.0,19.0
2022,3,S001,P0066,Clothing,2491,135.0,18.0
2022,3,S001,P0067,Furniture,2794,139.0,20.0
2022,3,S001,P0068,Electronics,2513,139.0,18.0
2022,3,S001,P0069,Clothing,2704,135.0,20.0
2022,3,S001,P0070,Electronics,3059,142.0,21.0
2022,3,S001,P0079,Furniture,2854,140.0,20.0
2022,3,S001,P0083,Toys,3268,151.0,21.0
2022,3,S001,P0085,Electronics,2716,142.0,19.0
2022,3,S001,P0094,Groceries,2890,149.0,19.0
2022,3,S001,P0096,Toys,3079,147.0,20.0
2022,3,S001,P0116,Furniture,2950,146.0,20.0
2022,3,S001,P0125,Clothing,2690,141.0,19.0
2022,3,S001,P0126,Clothing,3112,144.0,21.0
2022,3,S001,P0129,Furniture,2661,140.0,19.0
2022,3,S001,P0133,Clothing,2600,129.0,20.0
2022,3,S001,P0149,Furniture,2518,140.0,17.0
2022,3,S001,P0153,Furniture,2746,133.0,20.0
2022,3,S001,P0159,Electronics,2598,127.0,20.0
2022,3,S001,P0166,Groceries,2922,144.0,20.0
2022,3,S001,P0171,Electronics,3041,141.0,21.0
2022,3,S001,P0175,Electronics,2734,138.0,19.0
2022,3,S001,P0178,Clothing,2550,135.0,18.0
2022,3,S001,P0183,Electronics,2385,132.0,18.0
2022,3,S001,P0187,Clothing,2952,147.0,20.0
2022,3,S002,P0016,Clothing,3012,144.0,20.0
2022,3,S002,P0017,Toys,2968,142.0,20.0
2022,3,S002,P0031,Electronics,2610,125.0,20.0
2022,3,S002,P0046,Clothing,3093,150.0,20.0
2022,3,S002,P0057,Clothing,2606,127.0,20.0
2022,3,S002,P0061,Clothing,2879,138.0,20.0
2022,3,S002,P0066,Clothing,2893,138.0,20.0
2022,3,S002,P0067,Furniture,2819,138.0,20.0
2022,3,S002,P0068,Electronics,2568,131.0,19.0
2022,3,S002,P0069,Clothing,2892,153.0,18.0
2022,3,S002,P0070,Electronics,2429,128.0,18.0
2022,3,S002,P0079,Furniture,2783,138.0,20.0
2022,3,S002,P0083,Toys,2558,133.0,19.0
2022,3,S002,P0085,Electronics,2338,132.0,17.0
2022,3,S002,P0094,Groceries,2590,134.0,19.0
2022,3,S002,P0096,Toys,2706,132.0,20.0
2022,3,S002,P0116,Furniture,2534,132.0,19.0
2022,3,S002,P0125,Clothing,2518,131.0,19.0
2022,3,S002,P0126,Clothing,3046,148.0,20.0
2022,3,S002,P0129,Furniture,2729,140.0,19.0
2022,3,S002,P0133,Clothing,3098,144.0,21.0
2022,3,S002,P0149,Furniture,2852,137.0,20.0
2022,3,S002,P0153,Furniture,2705,143.0,18.0
2022,3,S002,P0159,Electronics,2872,145.0,19.0
2022,3,S002,P0166,Groceries,2805,145.0,19.0
2022,3,S002,P0171,Electronics,3121,145.0,21.0
2022,3,S002,P0175,Electronics,2520,132.0,19.0
2022,3,S002,P0178,Clothing,2915,141.0,20.0
2022,3,S002,P0183,Electronics,3109,148.0,21.0
2022,3,S002,P0187,Clothing,2670,125.0,21.0
2022,3,S003,P0016,Clothing,3083,152.0,20.0
2022,3,S003,P0017,Toys,2830,137.0,20.0
2022,3,S003,P0031,Electronics,2659,131.0,20.0
2022,3,S003,P0046,Clothing,2746,141.0,19.0
2022,3,S003,P0057,Clothing,3076,153.0,20.0
2022,3,S003,P0061,Clothing,2923,148.0,19.0
2022,3,S003,P0066,Clothing,3333,169.0,19.0
2022,3,S003,P0067,Furniture,2821,142.0,19.0
2022,3,S003,P0068,Electronics,2673,128.0,20.0
2022,3,S003,P0069,Clothing,2876,149.0,19.0
2022,3,S003,P0070,Electronics,2847,149.0,19.0
2022,3,S003,P0079,Furniture,2866,134.0,21.0
2022,3,S003,P0083,Toys,2862,149.0,19.0
2022,3,S003,P0085,Electronics,2512,130.0,19.0
2022,3,S003,P0094,Groceries,2857,142.0,20.0
2022,3,S003,P0096,Toys,2935,150.0,19.0
2022,3,S003,P0116,Furniture,2813,145.0,19.0
2022,3,S003,P0125,Clothing,2770,129.0,21.0
2022,3,S003,P0126,Clothing,2524,135.0,18.0
2022,3,S003,P0129,Furniture,3171,150.0,21.0
2022,3,S003,P0133,Clothing,2919,141.0,20.0
2022,3,S003,P0149,Furniture,2889,139.0,20.0
2022,3,S003,P0153,Furniture,2725,131.0,20.0
2022,3,S003,P0159,Electronics,2954,133.0,22.0
2022,3,S003,P0166,Groceries,2675,137.0,19.0
2022,3,S003,P0171,Electronics,2464,130.0,18.0
2022,3,S003,P0175,Electronics,2722,132.0,20.0
2022,3,S003,P0178,Clothing,2934,139.0,21.0
2022,3,S003,P0183,Electronics,2762,129.0,21.0
2022,3,S003,P0187,Clothing,2900,150.0,19.0
2022,3,S004,P0016,Clothing,2638,141.0,18.0
2022,3,S004,P0017,Toys,2770,138.0,20.0
2022,3,S004,P0031,Electronics,2454,132.0,18.0
2022,3,S004,P0046,Clothing,2817,151.0,18.0
2022,3,S004,P0057,Clothing,3054,142.0,21.0
2022,3,S004,P0061,Clothing,2639,140.0,18.0
2022,3,S004,P0066,Clothing,2955,148.0,19.0
2022,3,S004,P0067,Furniture,3142,157.0,20.0
2022,3,S004,P0068,Electronics,2713,125.0,21.0
2022,3,S004,P0069,Clothing,2882,135.0,21.0
2022,3,S004,P0070,Electronics,2574,118.0,21.0
2022,3,S004,P0079,Furniture,2982,150.0,19.0
2022,3,S004,P0083,Toys,2723,133.0,20.0
2022,3,S004,P0085,Electronics,2814,140.0,20.0
2022,3,S004,P0094,Groceries,2590,132.0,19.0
2022,3,S004,P0096,Toys,2922,144.0,20.0
2022,3,S004,P0116,Furniture,2840,129.0,22.0
2022,3,S004,P0125,Clothing,3269,150.0,21.0
2022,3,S004,P0126,Clothing,2945,148.0,19.0
2022,3,S004,P0129,Furniture,2955,148.0,19.0
2022,3,S004,P0133,Clothing,2982,139.0,21.0
2022,3,S004,P0149,Furniture,3181,142.0,22.0
2022,3,S004,P0153,Furniture,2856,145.0,19.0
2022,3,S004,P0159,Electronics,2628,136.0,19.0
2022,3,S004,P0166,Groceries,2893,142.0,20.0
2022,3,S004,P0171,Electronics,2934,138.0,21.0
2022,3,S004,P0175,Electronics,2590,138.0,18.0
2022,3,S004,P0178,Clothing,2872,136.0,21.0
2022,3,S004,P0183,Electronics,2599,127.0,20.0
2022,3,S004,P0187,Clothing,3029,150.0,20.0
2022,3,S005,P0016,Clothing,2904,144.0,20.0
2022,3,S005,P0017,Toys,2995,141.0,21.0
2022,3,S005,P0031,Electronics,2711,123.0,22.0
2022,3,S005,P0046,Clothing,2892,141.0,20.0
2022,3,S005,P0057,Clothing,3208,154.0,20.0
2022,3,S005,P0061,Clothing,2970,143.0,20.0
2022,3,S005,P0066,Clothing,2621,133.0,19.0
2022,3,S005,P0067,Furniture,2962,143.0,20.0
2022,3,S005,P0068,Electronics,2769,136.0,20.0
2022,3,S005,P0069,Clothing,2635,123.0,21.0
2022,3,S005,P0070,Electronics,2550,131.0,19.0
2022,3,S005,P0079,Furniture,3083,144.0,21.0
2022,3,S005,P0083,Toys,3181,152.0,20.0
2022,3,S005,P0085,Electronics,2790,142.0,19.0
2022,3,S005,P0094,Groceries,2858,139.0,20.0
2022,3,S005,P0096,Toys,2928,141.0,20.0
2022,3,S005,P0116,Furniture,2632,125.0,21.0
2022,3,S005,P0125,Clothing,3136,149.0,21.0
2022,3,S005,P0126,Clothing,2762,144.0,19.0
2022,3,S005,P0129,Furniture,3091,136.0,22.0
2022,3,S005,P0133,Clothing,2764,136.0,20.0
2022,3,S005,P0149,Furniture,2682,132.0,20.0
2022,3,S005,P0153,Furniture,2730,137.0,19.0
2022,3,S005,P0159,Electronics,2540,125.0,20.0
2022,3,S005,P0166,Groceries,3056,144.0,21.0
2022,3,S005,P0171,Electronics,2594,131.0,19.0
2022,3,S005,P0175,Electronics,2746,132.0,20.0
2022,3,S005,P0178,Clothing,3166,147.0,21.0
2022,3,S005,P0183,Electronics,2852,124.0,23.0
2022,3,S005,P0187,Clothing,2952,151.0,19.0
2022,4,S001,P0016,Clothing,2588,136.0,19.0
2022,4,S001,P0017,Toys,2828,139.0,20.0
2022,4,S001,P0031,Electronics,2653,150.0,17.0
2022,4,S001,P0046,Clothing,2982,149.0,20.0
2022,4,S001,P0057,Clothing,2737,151.0,18.0
2022,4,S001,P0061,Clothing,2766,141.0,19.0
2022,4,S001,P0066,Clothing,2846,143.0,19.0
2022,4,S001,P0067,Furniture,2524,126.0,20.0
2022,4,S001,P0068,Electronics,2658,130.0,20.0
2022,4,S001,P0069,Clothing,2698,148.0,18.0
2022,4,S001,P0070,Electronics,2424,125.0,19.0
2022,4,S001,P0079,Furniture,2953,149.0,19.0
2022,4,S001,P0083,Toys,2776,147.0,18.0
2022,4,S001,P0085,Electronics,2396,128.0,18.0
2022,4,S001,P0094,Groceries,2751,139.0,19.0
2022,4,S001,P0096,Toys,2913,148.0,19.0
2022,4,S001,P0116,Furniture,2986,147.0,20.0
2022,4,S001,P0125,Clothing,2766,146.0,18.0
2022,4,S001,P0126,Clothing,2825,138.0,20.0
2022,4,S001,P0129,Furniture,2853,137.0,20.0
2022,4,S001,P0133,Clothing,2727,134.0,20.0
2022,4,S001,P0149,Furniture,2776,136.0,20.0
2022,4,S001,P0153,Furniture,2689,141.0,19.0
2022,4,S001,P0159,Electronics,2676,132.0,20.0
2022,4,S001,P0166,Groceries,2824,145.0,19.0
2022,4,S001,P0171,Electronics,2383,134.0,17.0
2022,4,S001,P0175,Electronics,2815,142.0,19.0
2022,4,S001,P0178,Clothing,2967,151.0,19.0
2022,4,S001,P0183,Electronics,2901,151.0,19.0
2022,4,S001,P0187,Clothing,2801,136.0,20.0
2022,4,S002,P0016,Clothing,2720,136.0,20.0
2022,4,S002,P0017,Toys,2601,142.0,18.0
2022,4,S002,P0031,Electronics,2644,138.0,19.0
2022,4,S002,P0046,Clothing,2864,141.0,20.0
2022,4,S002,P0057,Clothing,3057,159.0,19.0
2022,4,S002,P0061,Clothing,2770,138.0,20.0
2022,4,S002,P0066,Clothing,2632,135.0,19.0
2022,4,S002,P0067,Furniture,2677,148.0,18.0
2022,4,S002,P0068,Electronics,2631,141.0,18.0
2022,4,S002,P0069,Clothing,2632,130.0,20.0
2022,4,S002,P0070,Electronics,2424,128.0,18.0
2022,4,S002,P0079,Furniture,2836,144.0,19.0
2022,4,S002,P0083,Toys,2387,141.0,16.0
2022,4,S002,P0085,Electronics,2633,135.0,19.0
2022,4,S002,P0094,Groceries,2818,152.0,18.0
2022,4,S002,P0096,Toys,2565,128.0,20.0
2022,4,S002,P0116,Furniture,2603,143.0,18.0
2022,4,S002,P0125,Clothing,2747,146.0,18.0
2022,4,S002,P0126,Clothing,2895,160.0,18.0
